t,x,y,z,qx,qy,qz,qw,roll,pitch,yaw,vx,vy,vz,wx,wy,wz,ax,ay,az,alphax,alphay,alphaz
1.5105,0.20759,0.148403,0.257978,0.114912,0.0839534,0.089725,0.985747,0.246686,0.145404,0.199602,-0.0779419,-0.560589,-0.105469,-0.657826,-1.59186,1.97891,0.552247,1.05643,0.889924,0.172798,0.41815,-0.519823
1.51525,0.207226,0.145753,0.257487,0.112638,0.0809075,0.0946559,0.985803,0.242051,0.138638,0.208339,-0.075341,-0.555473,-0.101283,-0.65682,-1.58942,1.97589,0.542839,1.09738,0.872574,0.250777,0.606849,-0.754403
1.52,0.206875,0.143127,0.257016,0.110363,0.077864,0.0995742,0.985821,0.237369,0.131923,0.217084,-0.072785,-0.550165,-0.0971795,-0.655444,-1.58609,1.97175,0.533358,1.13759,0.855084,0.328543,0.795033,-0.988344
1.52475,0.206535,0.140526,0.256564,0.10809,0.0748247,0.104477,0.9858,0.232644,0.125266,0.225832,-0.0702742,-0.544667,-0.0931597,-0.653699,-1.58187,1.9665,0.523809,1.17705,0.837465,0.406031,0.982543,-1.22145
1.5295,0.206207,0.137953,0.256131,0.105819,0.0717915,0.109361,0.985743,0.227879,0.118669,0.234578,-0.0678089,-0.538984,-0.0892238,-0.651587,-1.57676,1.96014,0.514197,1.21573,0.819728,0.483173,1.16922,-1.45351
1.53425,0.205891,0.135406,0.255716,0.103552,0.0687662,0.114224,0.985648,0.223076,0.112137,0.243319,-0.0653894,-0.533119,-0.0853724,-0.649109,-1.57076,1.95269,0.504528,1.2536,0.801884,0.559905,1.3549,-1.68434
1.539,0.205586,0.132888,0.25532,0.10129,0.0657507,0.119063,0.985516,0.218239,0.105673,0.252048,-0.063016,-0.527076,-0.081606,-0.646269,-1.56389,1.94415,0.494806,1.29065,0.783945,0.636159,1.53943,-1.91373
1.54375,0.205292,0.130399,0.254941,0.0990353,0.0627468,0.123875,0.985348,0.213372,0.0992819,0.260763,-0.0606888,-0.520859,-0.0779251,-0.643067,-1.55614,1.93451,0.485037,1.32685,0.765922,0.71187,1.72264,-2.14149
1.5485,0.205009,0.12794,0.254579,0.0967886,0.0597564,0.128657,0.985144,0.208478,0.092966,0.269457,-0.0584082,-0.514472,-0.0743299,-0.639507,-1.54753,1.9238,0.475225,1.36219,0.747826,0.786972,1.90437,-2.36742
1.55325,0.204737,0.125512,0.254235,0.0945515,0.0567811,0.133406,0.984905,0.203561,0.0867293,0.278126,-0.0561743,-0.50792,-0.0708208,-0.635592,-1.53805,1.91203,0.465377,1.39663,0.729669,0.861397,2.08447,-2.59131
1.558,0.204475,0.123115,0.253906,0.0923253,0.053823,0.13812,0.984633,0.198625,0.0805749,0.286766,-0.0539872,-0.501206,-0.0673981,-0.631325,-1.52773,1.89919,0.455498,1.43015,0.711461,0.935081,2.26278,-2.81297
1.56275,0.204224,0.120751,0.253594,0.0901114,0.0508836,0.142796,0.984327,0.193673,0.074506,0.295371,-0.0518471,-0.494335,-0.064062,-0.62671,-1.51656,1.88531,0.445592,1.46274,0.693215,1.00796,2.43913,-3.0322
1.5675,0.203983,0.11842,0.253298,0.0879112,0.0479649,0.147432,0.983989,0.188709,0.0685256,0.303937,-0.0497541,-0.487311,-0.0608126,-0.62175,-1.50456,1.87039,0.435665,1.49438,0.674941,1.07996,2.61336,-3.24879
1.57225,0.203751,0.116122,0.253016,0.085726,0.0450684,0.152024,0.98362,0.183737,0.0626365,0.312458,-0.0477083,-0.48014,-0.0576501,-0.616451,-1.49174,1.85445,0.425723,1.52503,0.656651,1.15102,2.78532,-3.46256
1.577,0.203529,0.113858,0.25275,0.0835573,0.042196,0.156571,0.983221,0.178762,0.0568413,0.320929,-0.0457097,-0.472825,-0.0545745,-0.610817,-1.4781,1.8375,0.415769,1.55468,0.638355,1.22107,2.95484,-3.6733
1.58175,0.203317,0.11163,0.252498,0.0814062,0.0393494,0.161069,0.982793,0.173786,0.0511427,0.329347,-0.0437585,-0.465372,-0.0515857,-0.604853,-1.46367,1.81956,0.40581,1.5833,0.620066,1.29005,3.12177,-3.88082
1.5865,0.203114,0.109438,0.25226,0.0792742,0.0365301,0.165517,0.982337,0.168815,0.045543,0.337705,-0.0418545,-0.457786,-0.0486838,-0.598564,-1.44845,1.80064,0.395851,1.61087,0.601794,1.35789,3.28593,-4.0849
1.59125,0.202919,0.107281,0.252035,0.0771624,0.0337399,0.169912,0.981854,0.163853,0.0400444,0.345999,-0.0399979,-0.45007,-0.0458686,-0.591955,-1.43246,1.78076,0.385897,1.63738,0.583551,1.42453,3.44719,-4.28536
1.596,0.202733,0.105162,0.251824,0.0750723,0.0309804,0.174252,0.981346,0.158904,0.034649,0.354224,-0.0381885,-0.442232,-0.04314,-0.585033,-1.41571,1.75993,0.375954,1.66279,0.565348,1.4899,3.60536,-4.482
1.60075,0.202556,0.10308,0.251625,0.073005,0.0282531,0.178534,0.980815,0.153971,0.0293586,0.362374,-0.0364263,-0.434276,-0.0404977,-0.577803,-1.39821,1.73818,0.366026,1.68709,0.547196,1.55392,3.7603,-4.67461
1.6055,0.202387,0.101037,0.251439,0.0709618,0.0255596,0.182756,0.980261,0.149059,0.024175,0.370446,-0.0347112,-0.426207,-0.0379415,-0.570273,-1.37999,1.71553,0.356118,1.71026,0.529108,1.61655,3.91184,-4.863
1.61025,0.202226,0.0990316,0.251265,0.0689439,0.0229013,0.186917,0.979686,0.144173,0.0190998,0.378433,-0.0330431,-0.41803,-0.0354711,-0.562448,-1.36105,1.69199,0.346237,1.73226,0.511092,1.6777,4.05983,-5.04697
1.615,0.202073,0.0970656,0.251102,0.0669524,0.0202799,0.191014,0.979091,0.139317,0.0141345,0.386332,-0.0314219,-0.409752,-0.033086,-0.554337,-1.34143,1.66759,0.336386,1.75309,0.493163,1.73732,4.20409,-5.22631
1.61975,0.201928,0.0951391,0.25095,0.0649885,0.0176966,0.195045,0.978479,0.134494,0.0092802,0.394137,-0.0298474,-0.401378,-0.0307859,-0.545946,-1.32112,1.64235,0.326572,1.77271,0.475329,1.79533,4.34448,-5.40083
1.6245,0.20179,0.0932526,0.250809,0.0630533,0.0151528,0.199008,0.97785,0.129709,0.00453813,0.401844,-0.0283194,-0.392913,-0.0285702,-0.537284,-1.30016,1.61629,0.3168,1.7911,0.457604,1.85168,4.48083,-5.57034
1.62925,0.201659,0.0914065,0.250679,0.0611479,0.01265,0.202902,0.977206,0.124967,-9.07801e-05,0.409447,-0.0268377,-0.384364,-0.0264385,-0.528358,-1.27856,1.58944,0.307074,1.80825,0.439997,1.90629,4.61299,-5.73463
1.634,0.201535,0.0896013,0.250558,0.0592734,0.0101894,0.206725,0.976549,0.12027,-0.00460571,0.416943,-0.0254021,-0.375737,-0.0243901,-0.519177,-1.25634,1.56182,0.297401,1.82413,0.422521,1.9591,4.74078,-5.8935
1.63875,0.201417,0.0878372,0.250447,0.0574307,0.00777227,0.210475,0.97588,0.115625,-0.00900599,0.424326,-0.0240123,-0.367037,-0.0224243,-0.509749,-1.23353,1.53346,0.287785,1.83871,0.405186,2.01005,4.86406,-6.04675
1.6435,0.201307,0.0861145,0.250345,0.0556209,0.00539981,0.214151,0.975201,0.111034,-0.0132911,0.431592,-0.0226681,-0.358271,-0.0205405,-0.500085,-1.21014,1.50439,0.278231,1.85198,0.388004,2.05906,4.98266,-6.19418
1.64825,0.201202,0.0844337,0.250251,0.053845,0.00307318,0.21775,0.974513,0.106501,-0.0174607,0.438737,-0.021369,-0.349445,-0.018738,-0.490192,-1.1862,1.47462,0.268745,1.86392,0.370987,2.10607,5.09642,-6.3356
1.653,0.201103,0.0827949,0.250167,0.0521037,0.000793483,0.221272,0.973819,0.102031,-0.0215145,0.445757,-0.0201149,-0.340566,-0.0170159,-0.48008,-1.16173,1.44421,0.259332,1.87449,0.354145,2.15101,5.20518,-6.47081
1.65775,0.201011,0.0811984,0.25009,0.0503981,-0.00143822,0.224716,0.973119,0.0976269,-0.0254524,0.452647,-0.0189052,-0.33164,-0.0153733,-0.46976,-1.13676,1.41316,0.249997,1.88369,0.337489,2.19383,5.30878,-6.59961
1.6625,0.200924,0.0796444,0.25002,0.0487289,-0.00362094,0.228079,0.972416,0.0932929,-0.0292744,0.459403,-0.0177398,-0.322673,-0.0138094,-0.459242,-1.11131,1.38152,0.240746,1.89148,0.321032,2.23444,5.40707,-6.72179
1.66725,0.200842,0.078133,0.249958,0.0470969,-0.00575372,0.231362,0.97171,0.0890327,-0.0329807,0.466022,-0.016618,-0.313673,-0.0123232,-0.448537,-1.0854,1.34932,0.231583,1.89784,0.304784,2.27279,5.49987,-6.83716
1.672,0.200766,0.0766645,0.249903,0.0455029,-0.00783568,0.234562,0.971004,0.0848496,-0.0365716,0.472499,-0.0155396,-0.304646,-0.0109136,-0.437654,-1.05907,1.31658,0.222515,1.90276,0.288757,2.30881,5.58704,-6.94552
1.67675,0.200695,0.0752389,0.249855,0.0439476,-0.00986598,0.237679,0.970299,0.0807471,-0.0400474,0.478831,-0.014504,-0.295599,-0.00957964,-0.426607,-1.03233,1.28334,0.213545,1.90621,0.272961,2.34244,5.66841,-7.04667
1.6815,0.200628,0.0738563,0.249812,0.0424316,-0.0118438,0.240712,0.969596,0.0767286,-0.0434087,0.485015,-0.0135107,-0.286539,-0.00832011,-0.415405,-1.00523,1.24965,0.204679,1.90816,0.257409,2.3736,5.74381,-7.14041
1.68625,0.200566,0.0725168,0.249775,0.0409555,-0.0137686,0.24366,0.968898,0.0727972,-0.0466561,0.491047,-0.0125593,-0.277474,-0.00713385,-0.404062,-0.977778,1.21552,0.195923,1.9086,0.242111,2.40223,5.8131,-7.22654
1.691,0.200509,0.0712203,0.249744,0.03952,-0.0156395,0.246523,0.968205,0.0689559,-0.0497902,0.496924,-0.0116493,-0.26841,-0.00601964,-0.392588,-0.950014,1.18101,0.187282,1.90751,0.227078,2.42827,5.8761,-7.30487
1.69575,0.200455,0.0699669,0.249718,0.0381255,-0.0174561,0.249299,0.967518,0.0652077,-0.052812,0.502643,-0.01078,-0.259355,-0.00497617,-0.380997,-0.921965,1.14614,0.178761,1.90485,0.212323,2.45164,5.93267,-7.37519
1.7005,0.200406,0.0687564,0.249697,0.0367725,-0.0192177,0.251988,0.96684,0.0615553,-0.0557222,0.508202,-0.00995085,-0.250316,-0.00400211,-0.369302,-0.893664,1.11096,0.170365,1.90061,0.197856,2.47229,5.98264,-7.4373
1.70525,0.200361,0.0675889,0.24968,0.0354614,-0.020924,0.254591,0.966172,0.0580012,-0.058522,0.513598,-0.0091613,-0.241302,-0.00309606,-0.357515,-0.865141,1.0755,0.1621,1.89477,0.183689,2.49015,6.02584,-7.49102
1.71,0.200319,0.066464,0.249667,0.0341925,-0.0225745,0.257105,0.965514,0.0545478,-0.0612124,0.518828,-0.00841069,-0.232319,-0.00225657,-0.34565,-0.836429,1.03981,0.15397,1.8873,0.169832,2.50514,6.06213,-7.53612
1.71475,0.200281,0.0653818,0.249658,0.0329662,-0.0241689,0.259532,0.964869,0.0511974,-0.0637945,0.523891,-0.00769836,-0.223375,-0.00148214,-0.333721,-0.807562,1.00392,0.145981,1.87819,0.156298,2.51721,6.09133,-7.57243
1.7195,0.200246,0.0643419,0.249653,0.0317828,-0.025707,0.261871,0.964237,0.0479521,-0.0662697,0.528785,-0.00702364,-0.214479,-0.000771213,-0.321741,-0.778573,0.967882,0.138138,1.8674,0.143097,2.52629,6.1133,-7.59973
1.72425,0.200214,0.0633441,0.249651,0.0306424,-0.0271885,0.264122,0.963619,0.0448135,-0.0686392,0.533509,-0.00638581,-0.205637,-0.000122174,-0.309726,-0.749497,0.931736,0.130446,1.85493,0.130241,2.5323,6.12786,-7.61784
1.729,0.200185,0.0623882,0.249652,0.0295452,-0.0286133,0.266285,0.963016,0.0417835,-0.0709045,0.53806,-0.00578415,-0.196859,0.000466638,-0.297689,-0.72037,0.895527,0.122911,1.84073,0.11774,2.5352,6.13486,-7.62654
1.73375,0.200159,0.0614739,0.249655,0.0284913,-0.0299815,0.26836,0.96243,0.0388635,-0.073067,0.542437,-0.0052179,-0.188153,0.000996942,-0.285646,-0.691229,0.859299,0.115538,1.8248,0.105607,2.5349,6.13414,-7.62564
1.7385,0.200136,0.0606007,0.249661,0.0274806,-0.0312929,0.270348,0.961862,0.0360546,-0.0751282,0.546641,-0.00468628,-0.179527,0.00147051,-0.273613,-0.662109,0.823099,0.108332,1.80711,0.093853,2.53135,6.12554,-7.61495
1.74325,0.200114,0.0597682,0.249669,0.0265132,-0.0325478,0.272248,0.961311,0.033358,-0.0770898,0.55067,-0.00418847,-0.170988,0.00188916,-0.261604,-0.633049,0.786973,0.101298,1.78764,0.0824884,2.52447,6.10889,-7.59426
1.748,0.200096,0.0589761,0.249679,0.025589,-0.0337462,0.274062,0.960779,0.0307745,-0.0789533,0.554524,-0.00372366,-0.162547,0.00225478,-0.249636,-0.604087,0.75097,0.0944416,1.76637,0.0715249,2.5142,6.08405,-7.56337
1.75275,0.200079,0.0582239,0.249691,0.0247079,-0.0348885,0.275789,0.960267,0.0283046,-0.0807205,0.558203,-0.00329099,-0.154211,0.0025693,-0.237724,-0.575263,0.715138,0.0877678,1.74327,0.0609738,2.50048,6.05084,-7.52209
1.7575,0.200064,0.0575109,0.249703,0.0238696,-0.0359749,0.277431,0.959775,0.0259487,-0.0823932,0.561707,-0.00288957,-0.145989,0.0028347,-0.225887,-0.546618,0.679527,0.0812819,1.71832,0.0508463,2.48323,6.00911,-7.47022
1.76225,0.200052,0.0568368,0.249717,0.0230738,-0.0370059,0.278988,0.959304,0.0237069,-0.0839731,0.565037,-0.00251851,-0.13789,0.00305303,-0.214139,-0.518191,0.644188,0.0749892,1.6915,0.0411539,2.4624,5.9587,-7.40755
1.767,0.20004,0.0562008,0.249732,0.0223202,-0.037982,0.280461,0.958854,0.0215791,-0.0854622,0.568193,-0.00217686,-0.129923,0.00322637,-0.2025,-0.490024,0.609172,0.0688948,1.66278,0.0319077,2.43791,5.89944,-7.33388
1.77175,0.200031,0.0556023,0.249748,0.0216084,-0.0389036,0.281851,0.958426,0.0195651,-0.0868624,0.571178,-0.00186368,-0.122096,0.00335688,-0.190985,-0.46216,0.574534,0.063004,1.63216,0.023119,2.40971,5.83119,-7.24903
1.7765,0.200023,0.0550406,0.249764,0.020938,-0.0397715,0.283159,0.958019,0.0176642,-0.0881756,0.573992,-0.00157799,-0.11442,0.00344675,-0.179614,-0.434642,0.540325,0.057322,1.59959,0.0147991,2.37771,5.75377,-7.15278
1.78125,0.200016,0.054515,0.249781,0.0203084,-0.0405864,0.284387,0.957635,0.0158755,-0.0894039,0.576636,-0.00131878,-0.106903,0.00349823,-0.168403,-0.407514,0.5066,0.0518541,1.56507,0.00695937,2.34187,5.66702,-7.04495
1.786,0.20001,0.0540248,0.249797,0.0197189,-0.0413492,0.285536,0.957272,0.0141981,-0.0905495,0.579115,-0.00108503,-0.0995551,0.00351364,-0.157372,-0.380821,0.473416,0.0466054,1.52856,-0.000389012,2.3021,5.5708,-6.92533
1.79075,0.200005,0.053569,0.249814,0.019169,-0.0420606,0.286607,0.956933,0.0126305,-0.0916143,0.581428,-0.000875678,-0.0923851,0.00349533,-0.146539,-0.354607,0.440829,0.0415812,1.49005,-0.00723473,2.25835,5.46493,-6.79371
1.7955,0.200002,0.0531468,0.24983,0.0186579,-0.0427217,0.287602,0.956615,0.0111713,-0.0926008,0.58358,-0.000689646,-0.0854029,0.00344572,-0.135924,-0.328919,0.408895,0.0367867,1.44951,-0.0135665,2.21055,5.34926,-6.64992
1.80025,0.199999,0.0527573,0.249847,0.0181848,-0.0433336,0.288522,0.956319,0.0098185,-0.0935112,0.585574,-0.000525833,-0.078618,0.00336728,-0.125546,-0.303805,0.377674,0.0322271,1.40693,-0.019373,2.15863,5.22362,-6.49373
1.805,0.199997,0.0523996,0.249862,0.0177487,-0.0438975,0.28937,0.956045,0.00857009,-0.0943478,0.587412,-0.000383108,-0.0720404,0.00326253,-0.115424,-0.279311,0.347225,0.0279078,1.36227,-0.0246431,2.10253,5.08786,-6.32496
1.80975,0.199995,0.0520726,0.249878,0.0173488,-0.0444145,0.290148,0.955793,0.00742373,-0.095113,0.589099,-0.00026032,-0.0656798,0.00313404,-0.105578,-0.255486,0.317607,0.0238337,1.31552,-0.0293653,2.04218,4.94181,-6.14341
1.8145,0.199994,0.0517753,0.249892,0.0169839,-0.0448862,0.290856,0.955562,0.00637681,-0.0958093,0.590639,-0.000156291,-0.0595463,0.00298444,-0.0960299,-0.23238,0.288883,0.0200103,1.26665,-0.0335284,1.97751,4.78532,-5.94887
1.81925,0.199994,0.0515065,0.249906,0.016653,-0.0453138,0.291499,0.955352,0.00542645,-0.0964394,0.592036,-6.9817e-05,-0.05365,0.00281642,-0.0867989,-0.210043,0.261114,0.0164428,1.21565,-0.0371212,1.90846,4.61823,-5.74115
1.824,0.199993,0.0512652,0.249919,0.016355,-0.045699,0.292077,0.955162,0.00456954,-0.0970059,0.593295,3.28943e-07,-0.048001,0.00263271,-0.0779065,-0.188524,0.234363,0.0131363,1.16249,-0.0401324,1.83496,4.44037,-5.52004
1.82875,0.199994,0.0510501,0.249931,0.0160885,-0.0460434,0.292594,0.954992,0.00380269,-0.0975115,0.594422,5.53993e-05,-0.0426098,0.0024361,-0.069374,-0.167876,0.208695,0.0100961,1.10714,-0.0425506,1.75695,4.25159,-5.28536
1.8335,0.199994,0.05086,0.249942,0.0158522,-0.0463488,0.293053,0.954841,0.00312225,-0.097959,0.595421,9.66715e-05,-0.0374866,0.00222944,-0.0612228,-0.148151,0.184174,0.00732736,1.0496,-0.0443646,1.67435,4.05173,-5.03689
1.83825,0.199995,0.0506936,0.249952,0.0156446,-0.0466169,0.293455,0.954707,0.00252432,-0.0983515,0.596298,0.000125447,-0.0326421,0.00201561,-0.053475,-0.129403,0.160867,0.00483539,0.98982,-0.0455631,1.58711,3.84061,-4.77445
1.843,0.199995,0.0505494,0.249961,0.0154644,-0.0468498,0.293805,0.954591,0.00200472,-0.0986919,0.59706,0.000143054,-0.0280869,0.00179758,-0.0461527,-0.111684,0.138839,0.00262538,0.927796,-0.0461348,1.49516,3.6181,-4.49783
1.84775,0.199996,0.0504263,0.249969,0.0153099,-0.0470494,0.294104,0.954492,0.00155901,-0.0989835,0.597714,0.000150843,-0.0238317,0.00157834,-0.0392785,-0.0950491,0.11816,0.000702556,0.863501,-0.0460685,1.39843,3.38401,-4.20683
1.8525,0.199997,0.0503226,0.249976,0.0151794,-0.047218,0.294357,0.954408,0.00118249,-0.0992295,0.598266,0.000150191,-0.0198873,0.00136096,-0.0328753,-0.0795541,0.0988975,-0.00092786,0.796912,-0.0453528,1.29685,3.13821,-3.90126
1.85725,0.199997,0.0502368,0.249982,0.0150712,-0.0473577,0.294567,0.954338,0.000870205,-0.0994332,0.598724,0.0001425,-0.0162647,0.00114854,-0.0269662,-0.0652549,0.0811215,-0.00226064,0.728008,-0.0439765,1.19036,2.88051,-3.58091
1.862,0.199998,0.0501675,0.249987,0.0149834,-0.0474711,0.294737,0.954281,0.000616921,-0.0995984,0.599096,0.000129195,-0.0129749,0.000944245,-0.0215748,-0.0522083,0.0649026,-0.00329056,0.656766,-0.0419283,1.07889,2.61078,-3.24558
1.86675,0.199999,0.050113,0.249991,0.0149143,-0.0475604,0.294871,0.954236,0.000417148,-0.0997285,0.599389,0.000111727,-0.0100291,0.0007513,-0.0167248,-0.0404719,0.0503125,-0.0040124,0.583164,-0.0391969,0.962377,2.32883,-2.89508
1.8715,0.199999,0.0500717,0.249994,0.0148616,-0.0476284,0.294973,0.954202,0.00026513,-0.0998275,0.599611,9.15731e-05,-0.00743861,0.000572974,-0.0124403,-0.030104,0.0374237,-0.00442093,0.50718,-0.035771,0.840754,2.03452,-2.52921
1.87625,0.199999,0.0500418,0.249997,0.0148235,-0.0476777,0.295047,0.954177,0.000154845,-0.0998993,0.599773,7.02329e-05,-0.00521472,0.000412592,-0.00874581,-0.0211638,0.0263097,-0.00451092,0.428791,-0.0316394,0.713956,1.72768,-2.14777
1.881,0.2,0.0500215,0.249998,0.0147975,-0.0477112,0.295097,0.954161,8.00066e-05,-0.099948,0.599883,4.9232e-05,-0.00336894,0.000273535,-0.00566603,-0.0137111,0.0170449,-0.00427716,0.347975,-0.0267907,0.581914,1.40816,-1.75055
1.88575,0.2,0.0500091,0.249999,0.0147816,-0.0477317,0.295128,0.95415,3.406e-05,-0.0999778,0.59995,3.01208e-05,-0.00191283,0.000159233,-0.00322603,-0.00780658,0.00970474,-0.00371441,0.264711,-0.0212138,0.444564,1.07579,-1.33737
1.8905,0.2,0.0500027,0.25,0.0147734,-0.0477424,0.295144,0.954145,1.01832e-05,-0.0999934,0.599985,1.44743e-05,-0.000858097,7.3175e-05,-0.00145118,-0.00351167,0.00436552,-0.00281745,0.178975,-0.0148972,0.30184,0.730414,-0.908012
1.89525,0.2,0.0500003,0.25,0.0147703,-0.0477463,0.29515,0.954143,1.28437e-06,-0.0999992,0.599998,3.89246e-06,-0.00021652,1.88994e-05,-0.000367167,-0.000888499,0.00110454,-0.00158105,0.0907453,-0.00782966,0.153673,0.37187,-0.46229
1.9,0.2,0.05,0.25,0.0147699,-0.0477469,0.295151,0.954143,0,-0.1,0.6,1.38778e-16,1.11022e-15,1.11022e-15,-0,-0,0,0,0,8.32667e-15,6.24077e-15,1.51019e-14,-1.87739e-14
