t,x,y,z,qx,qy,qz,qw,roll,pitch,yaw,vx,vy,vz,wx,wy,wz,ax,ay,az,alphax,alphay,alphaz
0,0.4,-0.2,0.3,0.0640713,-0.0911575,0.153439,0.981856,0.1,-0.2,0.3,0,0,0,-0,0,0,0,0,0,-0,0,0
0.00475,0.4,-0.2,0.300001,0.0640703,-0.0911572,0.153441,0.981856,0.0999976,-0.199999,0.300003,0.000114077,0.000243023,0.000368139,-0.00155749,5.58708e-05,0.00174979,0.0477146,0.101903,0.15409,-0.650552,0.0233368,0.730874
0.0095,0.400001,-0.199997,0.300005,0.0640628,-0.091155,0.153451,0.981855,0.0999811,-0.199994,0.300026,0.000450288,0.000964076,0.0014552,-0.00613092,0.000219931,0.0068879,0.0935337,0.201279,0.302716,-1.26996,0.0455563,1.42676
0.01425,0.400005,-0.19999,0.300016,0.0640428,-0.091149,0.153478,0.981853,0.0999371,-0.199978,0.300086,0.000999683,0.00215121,0.00323539,-0.0135735,0.000486915,0.0152494,0.13748,0.298151,0.445941,-1.85871,0.0666764,2.08821
0.019,0.400011,-0.199976,0.300036,0.0640046,-0.0911376,0.15353,0.981848,0.0998527,-0.19995,0.300201,0.00175342,0.00379258,0.00568319,-0.023741,0.000851644,0.0266722,0.179578,0.392538,0.583829,-2.41732,0.0867151,2.71579
0.02375,0.400022,-0.199953,0.300071,0.0639425,-0.0911191,0.153615,0.981841,0.0997158,-0.199903,0.300388,0.00270278,0.00587642,0.00877341,-0.0364912,0.00130902,0.0409967,0.21985,0.484463,0.716443,-2.94629,0.10569,3.31007
0.0285,0.400037,-0.199919,0.300121,0.0638514,-0.0910919,0.153739,0.98183,0.0995148,-0.199834,0.300662,0.00383914,0.00839111,0.0124811,-0.0516846,0.00185405,0.058066,0.258319,0.573946,0.843847,-3.44611,0.12362,3.8716
0.03325,0.400059,-0.199873,0.30019,0.0637263,-0.0910546,0.15391,0.981815,0.0992391,-0.199739,0.301038,0.005154,0.0113251,0.0167818,-0.0691839,0.00248179,0.077726,0.295009,0.661008,0.966104,-3.9173,0.140523,4.40096
0.038,0.400086,-0.199811,0.300281,0.0635627,-0.0910058,0.154133,0.981795,0.0988783,-0.199615,0.30153,0.00663894,0.0146669,0.0216511,-0.0888543,0.00318741,0.0998251,0.329942,0.745671,1.08328,-4.36034,0.156416,4.8987
0.04275,0.400122,-0.199733,0.300397,0.063356,-0.0909442,0.154415,0.981769,0.0984228,-0.199459,0.302152,0.0082857,0.0184052,0.027065,-0.110563,0.00396617,0.124214,0.363142,0.827956,1.19543,-4.77574,0.171317,5.36539
0.0475,0.400165,-0.199636,0.300539,0.0631023,-0.0908684,0.154761,0.981738,0.0978638,-0.199266,0.302915,0.0100861,0.0225287,0.0329999,-0.134181,0.00481338,0.150748,0.394633,0.907883,1.30263,-5.164,0.185245,5.80159
0.05225,0.400218,-0.199518,0.300711,0.0627977,-0.0907775,0.155176,0.981701,0.0971928,-0.199034,0.303831,0.012032,0.0270264,0.0394323,-0.159579,0.00572448,0.179282,0.424437,0.985475,1.40494,-5.52562,0.198217,6.20786
0.057,0.40028,-0.199378,0.300914,0.0624386,-0.0906703,0.155665,0.981656,0.0964022,-0.198759,0.30491,0.0141156,0.0318871,0.0463392,-0.186633,0.00669496,0.209676,0.452577,1.06075,1.50242,-5.86111,0.210252,6.58477
0.06175,0.400352,-0.199215,0.301152,0.0620216,-0.0905458,0.156233,0.981604,0.0954848,-0.19844,0.306163,0.0163289,0.0370999,0.0536977,-0.215219,0.00772042,0.241792,0.479077,1.13373,1.59513,-6.17096,0.221367,6.93288
0.0665,0.400435,-0.199025,0.301425,0.0615438,-0.0904031,0.156884,0.981543,0.0944341,-0.198072,0.307597,0.0186643,0.042654,0.0614855,-0.245217,0.00879652,0.275494,0.503961,1.20444,1.68314,-6.45568,0.23158,7.25275
0.07125,0.40053,-0.198809,0.301737,0.0610023,-0.0902412,0.157622,0.981474,0.0932442,-0.197654,0.309223,0.021114,0.0485385,0.0696802,-0.276509,0.00991903,0.310649,0.52725,1.2729,1.76652,-6.71576,0.24091,7.54495
0.076,0.400636,-0.198564,0.302088,0.0603945,-0.0900595,0.158449,0.981395,0.0919098,-0.197182,0.311046,0.0236707,0.054743,0.0782601,-0.308979,0.0110838,0.347128,0.548969,1.33913,1.84532,-6.95171,0.249374,7.81003
0.08075,0.400755,-0.198288,0.302481,0.059718,-0.0898572,0.15937,0.981306,0.0904259,-0.196654,0.313075,0.0263268,0.0612568,0.0872036,-0.342513,0.0122867,0.384803,0.569141,1.40315,1.9196,-7.16403,0.256991,8.04857
0.0855,0.400886,-0.197981,0.302917,0.0589708,-0.0896336,0.160386,0.981206,0.0887886,-0.196068,0.315313,0.0290751,0.0680694,0.0964893,-0.377,0.0135239,0.423548,0.587788,1.46498,1.98945,-7.35322,0.263777,8.26111
0.09025,0.401031,-0.197641,0.303398,0.058151,-0.0893881,0.161501,0.981094,0.086994,-0.195421,0.317768,0.0319084,0.0751706,0.106096,-0.412333,0.0147913,0.463243,0.604935,1.52464,2.0549,-7.51978,0.269752,8.44824
0.095,0.40119,-0.197267,0.303925,0.0572568,-0.0891202,0.162717,0.98097,0.0850391,-0.19471,0.320443,0.0348196,0.0825501,0.116004,-0.448403,0.0160853,0.503767,0.620604,1.58216,2.11604,-7.66421,0.274933,8.61051
0.09975,0.401362,-0.196856,0.3045,0.0562868,-0.0888294,0.164035,0.980833,0.0829214,-0.193933,0.323343,0.0378018,0.0901978,0.126192,-0.485108,0.017402,0.545004,0.634819,1.63755,2.17292,-7.78702,0.279339,8.74848
0.1045,0.401549,-0.196409,0.305124,0.0552398,-0.0885153,0.165457,0.980682,0.0806389,-0.193088,0.32647,0.0408481,0.0981035,0.13664,-0.522346,0.0187378,0.58684,0.647602,1.69084,2.22561,-7.8887,0.282986,8.86271
0.10925,0.40175,-0.195924,0.305799,0.0541148,-0.0881775,0.166984,0.980517,0.07819,-0.192172,0.329826,0.0439518,0.106257,0.147329,-0.560018,0.0200892,0.629163,0.658977,1.74205,2.27416,-7.96976,0.285894,8.95377
0.114,0.401966,-0.1954,0.306524,0.0529108,-0.0878158,0.168617,0.980335,0.0755738,-0.191184,0.333415,0.0471062,0.11465,0.158238,-0.598027,0.0214527,0.671865,0.668967,1.79119,2.31865,-8.03069,0.28808,9.02223
0.11875,0.402198,-0.194835,0.307302,0.0516273,-0.0874297,0.170356,0.980137,0.0727899,-0.19012,0.337236,0.0503049,0.123271,0.16935,-0.636279,0.0228248,0.71484,0.677596,1.83829,2.35914,-8.072,0.289562,9.06864
0.1235,0.402444,-0.194228,0.308133,0.0502637,-0.0870193,0.172203,0.979922,0.0698381,-0.188978,0.34129,0.0535413,0.13211,0.180644,-0.674681,0.0242024,0.757983,0.684886,1.88338,2.39569,-8.09419,0.290358,9.09357
0.12825,0.402706,-0.193579,0.309019,0.0488199,-0.0865842,0.174158,0.979688,0.0667192,-0.187757,0.345577,0.0568092,0.141159,0.192103,-0.713144,0.0255822,0.801195,0.690861,1.92647,2.42837,-8.09776,0.290486,9.09758
0.133,0.402984,-0.192887,0.309959,0.0472958,-0.0861245,0.176219,0.979435,0.063434,-0.186454,0.350096,0.0601024,0.150409,0.203707,-0.751581,0.026961,0.844378,0.695544,1.96758,2.45723,-8.08321,0.289964,9.08123
0.13775,0.403277,-0.19215,0.310954,0.0456914,-0.08564,0.178387,0.979161,0.0599839,-0.185067,0.354846,0.0634148,0.159848,0.21544,-0.789907,0.0283358,0.887436,0.698958,2.00673,2.48235,-8.05104,0.28881,9.04509
0.1425,0.403587,-0.191368,0.312006,0.044007,-0.0851308,0.180661,0.978865,0.056371,-0.183593,0.359826,0.0667405,0.16947,0.227284,-0.828039,0.0297037,0.930276,0.701127,2.04395,2.50378,-8.00176,0.287042,8.98972
0.14725,0.403911,-0.19054,0.313113,0.0422432,-0.0845969,0.183041,0.978547,0.0525974,-0.182032,0.365032,0.0700736,0.179263,0.23922,-0.865897,0.0310618,0.972809,0.702074,2.07926,2.52159,-7.93586,0.284678,8.91569
0.152,0.404252,-0.189665,0.314278,0.0404004,-0.0840384,0.185524,0.978206,0.0486659,-0.180381,0.370461,0.0734083,0.189219,0.251233,-0.903404,0.0324072,1.01495,0.701821,2.11267,2.53584,-7.85384,0.281736,8.82355
0.15675,0.404609,-0.188742,0.3155,0.0384795,-0.0834554,0.188111,0.977839,0.0445798,-0.178637,0.376111,0.0767391,0.19933,0.263305,-0.940484,0.0337374,1.0566,0.700392,2.14421,2.5466,-7.75621,0.278234,8.71386
0.1615,0.404981,-0.187771,0.31678,0.0364814,-0.0828483,0.190798,0.977446,0.0403424,-0.1768,0.381977,0.0800602,0.209587,0.27542,-0.977064,0.0350496,1.0977,0.697811,2.1739,2.55392,-7.64347,0.274189,8.5872
0.16625,0.405369,-0.186751,0.318117,0.0344073,-0.0822171,0.193585,0.977027,0.0359577,-0.174868,0.388054,0.0833665,0.219979,0.287562,-1.01307,0.0363413,1.13816,0.6941,2.20176,2.55788,-7.51612,0.269621,8.44413
0.171,0.405773,-0.185681,0.319512,0.0322582,-0.0815621,0.196469,0.976579,0.0314299,-0.172839,0.394339,0.0866524,0.2305,0.299715,-1.04844,0.0376102,1.1779,0.689283,2.22782,2.55854,-7.37466,0.264546,8.2852
0.17575,0.406193,-0.184561,0.320964,0.0300357,-0.0808838,0.199449,0.976102,0.0267637,-0.170711,0.400824,0.0899129,0.241141,0.311863,-1.08311,0.0388538,1.21684,0.683382,2.25209,2.55596,-7.21959,0.258984,8.11098
0.1805,0.406627,-0.18339,0.322474,0.0277412,-0.0801824,0.202521,0.975595,0.021964,-0.168484,0.407505,0.0931429,0.251892,0.323992,-1.11701,0.0400698,1.25493,0.676422,2.27459,2.5502,-7.05141,0.252951,7.92204
0.18525,0.407077,-0.182168,0.324042,0.0253765,-0.0794584,0.205683,0.975057,0.017036,-0.166155,0.414375,0.0963373,0.262747,0.336085,-1.15008,0.0412561,1.29208,0.668425,2.29535,2.54133,-6.87062,0.246465,7.71893
0.19,0.407542,-0.180894,0.325667,0.0229432,-0.0787121,0.208933,0.974487,0.0119851,-0.163726,0.421428,0.0994913,0.273696,0.348129,-1.18226,0.0424105,1.32823,0.659415,2.31438,2.52941,-6.67773,0.239546,7.50222
0.19475,0.408022,-0.179567,0.327349,0.0204434,-0.0779442,0.212268,0.973884,0.00681727,-0.161193,0.428657,0.1026,0.284731,0.36011,-1.2135,0.0435311,1.36333,0.649415,2.33171,2.5145,-6.47323,0.23221,7.27248
0.1995,0.408517,-0.178189,0.329088,0.017879,-0.077155,0.215684,0.973246,0.00153839,-0.158558,0.436054,0.105659,0.295844,0.372013,-1.24374,0.0446159,1.3973,0.638447,2.34736,2.49667,-6.25764,0.224476,7.03026
0.20425,0.409026,-0.176757,0.330883,0.0152522,-0.0763452,0.219178,0.972574,-0.00384527,-0.155818,0.443613,0.108664,0.307028,0.383824,-1.27293,0.045663,1.4301,0.626536,2.36135,2.47599,-6.03143,0.216362,6.77613
0.209,0.409549,-0.175272,0.332734,0.0125653,-0.0755154,0.222748,0.971866,-0.00932725,-0.152975,0.451324,0.11161,0.318274,0.39553,-1.30102,0.0466708,1.46166,0.613704,2.3737,2.45251,-5.79513,0.207885,6.51065
0.21375,0.410086,-0.173733,0.33464,0.00982069,-0.0746662,0.226389,0.971121,-0.0149009,-0.150029,0.459181,0.114493,0.329576,0.407118,-1.32797,0.0476374,1.49193,0.599975,2.38444,2.42629,-5.54923,0.199064,6.23438
0.2185,0.410637,-0.172141,0.336601,0.00702082,-0.0737983,0.230097,0.97034,-0.0205595,-0.146978,0.467174,0.117308,0.340924,0.418576,-1.35373,0.0485613,1.52087,0.585372,2.39357,2.39742,-5.29422,0.189916,5.9479
0.22325,0.411201,-0.170494,0.338617,0.00416829,-0.0729123,0.23387,0.969521,-0.026296,-0.143825,0.475295,0.120052,0.352312,0.42989,-1.37825,0.0494411,1.54842,0.569917,2.40113,2.36593,-5.03062,0.18046,5.65175
0.228,0.411777,-0.168794,0.340685,0.00126577,-0.0720091,0.237703,0.968664,-0.0321035,-0.140569,0.483536,0.122721,0.363732,0.441048,-1.4015,0.0502753,1.57455,0.553635,2.40714,2.33191,-4.75893,0.170714,5.34651
0.23275,0.412366,-0.167039,0.342806,-0.00168398,-0.0710894,0.241593,0.967769,-0.0379747,-0.137213,0.491887,0.125311,0.375177,0.452039,-1.42345,0.0510625,1.5992,0.536549,2.41161,2.29541,-4.47963,0.160695,5.03273
0.2375,0.412968,-0.165229,0.344979,-0.00467812,-0.0701539,0.245534,0.966835,-0.0439024,-0.133756,0.500339,0.127817,0.38664,0.462851,-1.44405,0.0518015,1.62234,0.518681,2.41457,2.25649,-4.19325,0.150422,4.71098
0.24225,0.41358,-0.163366,0.347203,-0.00771371,-0.0692036,0.249524,0.965862,-0.0498794,-0.1302,0.508884,0.130237,0.398113,0.473472,-1.46327,0.0524911,1.64394,0.500055,2.41604,2.21523,-3.90027,0.139912,4.38183
0.247,0.414205,-0.161447,0.349477,-0.0107878,-0.0682393,0.253558,0.96485,-0.0558983,-0.126548,0.517512,0.132566,0.40959,0.483892,-1.48109,0.0531303,1.66396,0.480694,2.41604,2.17168,-3.60119,0.129183,4.04583
0.25175,0.41484,-0.159474,0.3518,-0.0138972,-0.0672619,0.257632,0.963799,-0.0619517,-0.122802,0.526213,0.134802,0.421064,0.494099,-1.49748,0.053718,1.68237,0.460622,2.41459,2.1259,-3.29653,0.118254,3.70355
0.2565,0.415485,-0.157447,0.35417,-0.017039,-0.0662722,0.26174,0.96271,-0.0680324,-0.118963,0.534978,0.136941,0.432527,0.504084,-1.5124,0.0542534,1.69914,0.439861,2.41171,2.07797,-2.98677,0.107143,3.35555
0.26125,0.41614,-0.155366,0.356588,-0.0202099,-0.0652713,0.26588,0.961581,-0.074133,-0.115034,0.543797,0.13898,0.443973,0.513837,-1.52584,0.0547356,1.71424,0.418435,2.40743,2.02794,-2.67243,0.0958663,3.00239
0.266,0.416805,-0.153229,0.359052,-0.0234066,-0.0642601,0.270047,0.960415,-0.0802462,-0.111019,0.552662,0.140915,0.455395,0.523346,-1.53778,0.0551639,1.72765,0.396367,2.40176,1.97588,-2.354,0.0844434,2.64464
0.27075,0.417479,-0.151039,0.36156,-0.026626,-0.0632395,0.274236,0.959211,-0.0863649,-0.10692,0.561562,0.142745,0.466787,0.532604,-1.5482,0.0555376,1.73936,0.37368,2.39473,1.92185,-2.03198,0.0728918,2.28286
0.2755,0.418161,-0.148795,0.364111,-0.0298647,-0.0622106,0.278443,0.957971,-0.0924819,-0.102741,0.570489,0.144464,0.478143,0.541601,-1.55708,0.0558562,1.74933,0.350397,2.38635,1.86592,-1.70687,0.0612296,1.91762
0.28025,0.418851,-0.146497,0.366704,-0.0331193,-0.0611744,0.282663,0.956694,-0.0985902,-0.0984863,0.579432,0.146072,0.489455,0.550328,-1.56441,0.0561192,1.75757,0.326542,2.37665,1.80814,-1.37918,0.0494746,1.54947
0.285,0.419549,-0.144145,0.369339,-0.0363866,-0.060132,0.286891,0.955381,-0.104683,-0.094159,0.588382,0.147566,0.500719,0.558775,-1.57018,0.0563261,1.76405,0.302138,2.36565,1.74859,-1.04941,0.0376448,1.17898
0.28975,0.420253,-0.14174,0.372012,-0.0396632,-0.0590843,0.291125,0.954035,-0.110753,-0.0897636,0.597331,0.148942,0.511927,0.566936,-1.57438,0.0564767,1.76877,0.277208,2.35337,1.68732,-0.718055,0.0257583,0.806713
0.2945,0.420963,-0.139282,0.374724,-0.0429456,-0.0580325,0.295358,0.952655,-0.116794,-0.0853047,0.606268,0.150198,0.523074,0.574802,-1.577,0.0565707,1.77171,0.251775,2.33983,1.6244,-0.385619,0.0138331,0.433231
0.29925,0.42168,-0.136771,0.377472,-0.0462304,-0.0569777,0.299587,0.951243,-0.1228,-0.0807871,0.615186,0.151333,0.534154,0.582366,-1.57804,0.0566081,1.77288,0.225863,2.32506,1.5599,-0.0526017,0.00188695,0.0590964
0.304,0.422401,-0.134208,0.380256,-0.0495143,-0.0559208,0.303807,0.949801,-0.128764,-0.0762156,0.624074,0.152343,0.54516,0.589619,-1.5775,0.0565887,1.77227,0.199494,2.30906,1.49387,0.280494,-0.010062,-0.315127
0.30875,0.423127,-0.131592,0.383073,-0.0527938,-0.0548631,0.308013,0.94833,-0.13468,-0.0715954,0.632924,0.153227,0.556088,0.596555,-1.57538,0.0565125,1.76989,0.172693,2.29187,1.42638,0.613168,-0.0219958,-0.688876
0.3135,0.423856,-0.128925,0.385923,-0.0560656,-0.0538056,0.312202,0.946832,-0.140542,-0.066932,0.641728,0.153983,0.566931,0.603167,-1.57168,0.0563797,1.76573,0.145481,2.27351,1.35749,0.944919,-0.0338965,-1.06159
0.31825,0.424589,-0.126207,0.388803,-0.0593264,-0.0527494,0.31637,0.945308,-0.146344,-0.0622309,0.650476,0.154609,0.577684,0.609449,-1.5664,0.0561906,1.7598,0.117883,2.254,1.28728,1.27525,-0.0457461,-1.4327
0.323,0.425325,-0.123437,0.391712,-0.0625726,-0.0516956,0.320511,0.943761,-0.152081,-0.0574978,0.659161,0.155103,0.588342,0.615395,-1.55956,0.0559453,1.75212,0.0899207,2.23335,1.21579,1.60365,-0.0575266,-1.80165
0.32775,0.426063,-0.120617,0.394649,-0.0658012,-0.0506454,0.324623,0.942192,-0.157748,-0.0527387,0.667774,0.155463,0.598899,0.620997,-1.55117,0.0556442,1.74269,0.0616186,2.21159,1.14309,1.92962,-0.0692201,-2.16787
0.3325,0.426802,-0.117748,0.397611,-0.0690087,-0.0495998,0.3287,0.940603,-0.163339,-0.0479596,0.676307,0.155687,0.609351,0.626252,-1.54124,0.0552878,1.73153,0.0329995,2.18874,1.06926,2.25267,-0.0808086,-2.5308
0.33725,0.427541,-0.114829,0.400597,-0.0721919,-0.04856,0.332739,0.938997,-0.168849,-0.0431666,0.684753,0.155776,0.619691,0.631154,-1.52978,0.0548767,1.71866,0.00408662,2.16482,0.994344,2.57229,-0.0922741,-2.88989
0.342,0.428281,-0.111861,0.403606,-0.0753476,-0.0475269,0.336736,0.937376,-0.174274,-0.0383661,0.693104,0.155726,0.629915,0.635697,-1.51681,0.0544115,1.70409,-0.0250969,2.13986,0.918415,2.88798,-0.103599,-3.24455
0.34675,0.429021,-0.108845,0.406636,-0.0784727,-0.0465018,0.340687,0.935741,-0.17961,-0.0335644,0.701352,0.155537,0.640018,0.639877,-1.50235,0.0538928,1.68784,-0.0545279,2.11387,0.841534,3.19924,-0.114764,-3.59424
0.3515,0.429759,-0.105781,0.409685,-0.0815642,-0.0454857,0.344589,0.934097,-0.184852,-0.0287679,0.709491,0.155208,0.649995,0.64369,-1.48642,0.0533215,1.66995,-0.084183,2.08687,0.763765,3.50556,-0.125753,-3.93839
0.35625,0.430495,-0.10267,0.41275,-0.0846189,-0.0444796,0.348437,0.932445,-0.189997,-0.0239831,0.717513,0.154737,0.659841,0.647131,-1.46905,0.0526984,1.65044,-0.114039,2.05889,0.685172,3.80646,-0.136547,-4.27643
0.361,0.431228,-0.0995127,0.415832,-0.0876339,-0.0434846,0.352229,0.930787,-0.19504,-0.0192166,0.725412,0.154124,0.669553,0.650198,-1.45027,0.0520246,1.62933,-0.144073,2.02994,0.605818,4.10141,-0.147127,-4.60781
0.36575,0.431959,-0.0963096,0.418927,-0.0906063,-0.0425017,0.355961,0.929126,-0.199978,-0.0144749,0.733182,0.153368,0.679124,0.652886,-1.4301,0.0513011,1.60667,-0.174261,2.00006,0.525766,4.38994,-0.157477,-4.93196
0.3705,0.432685,-0.0930613,0.422033,-0.0935334,-0.041532,0.35963,0.927466,-0.204809,-0.00976441,0.740815,0.152468,0.688552,0.655192,-1.40858,0.050529,1.58249,-0.204581,1.96925,0.445081,4.67153,-0.167579,-5.24831
0.37525,0.433407,-0.0897686,0.42515,-0.0964123,-0.0405763,0.363232,0.925808,-0.209528,-0.00509177,0.748307,0.151424,0.697831,0.657113,-1.38573,0.0497095,1.55683,-0.235009,1.93755,0.363826,4.94568,-0.177413,-5.55631
0.38,0.434123,-0.0864321,0.428275,-0.0992406,-0.0396358,0.366765,0.924156,-0.214134,-0.000463389,0.755651,0.150235,0.706957,0.658647,-1.36161,0.048844,1.52972,-0.265522,1.90496,0.282064,5.21189,-0.186963,-5.85539
0.38475,0.434834,-0.0830527,0.431407,-0.102016,-0.0387112,0.370225,0.922512,-0.218624,0.00411435,0.762842,0.148902,0.715927,0.659792,-1.33623,0.0479339,1.50122,-0.296096,1.87152,0.199859,5.46966,-0.19621,-6.14499
0.3895,0.435538,-0.0796311,0.434543,-0.104735,-0.0378036,0.373611,0.920878,-0.222995,0.00863513,0.769874,0.147422,0.724735,0.660545,-1.30966,0.0469805,1.47136,-0.326709,1.83724,0.117274,5.71849,-0.205136,-6.42455
0.39425,0.436234,-0.076168,0.437681,-0.107396,-0.0369138,0.376919,0.919258,-0.227246,0.0130928,0.776743,0.145798,0.733379,0.660906,-1.28192,0.0459856,1.4402,-0.357337,1.80215,0.0343736,5.95788,-0.213723,-6.69349
0.399,0.436923,-0.0726642,0.440821,-0.109997,-0.0360427,0.380147,0.917655,-0.231375,0.0174812,0.783445,0.144028,0.741854,0.660871,-1.25307,0.0449507,1.40779,-0.387958,1.76626,-0.0487792,6.18732,-0.221954,-6.95127
0.40375,0.437602,-0.0691206,0.443959,-0.112535,-0.035191,0.383293,0.91607,-0.23538,0.0217944,0.789974,0.142112,0.750157,0.660442,-1.22316,0.0438776,1.37418,-0.418547,1.7296,-0.132121,6.40633,-0.22981,-7.19731
0.4085,0.438272,-0.065538,0.447094,-0.115009,-0.0343596,0.386354,0.914507,-0.239259,0.0260268,0.796326,0.140052,0.758284,0.659616,-1.19223,0.0427681,1.33943,-0.449081,1.69218,-0.215588,6.61438,-0.237274,-7.43105
0.41325,0.438933,-0.0619172,0.450225,-0.117416,-0.0335492,0.389328,0.912968,-0.243012,0.0301726,0.802499,0.137846,0.766232,0.658394,-1.16034,0.0416242,1.30361,-0.479539,1.65404,-0.299116,6.81099,-0.244326,-7.65194
0.418,0.439582,-0.0582591,0.453349,-0.119755,-0.0327606,0.392214,0.911457,-0.246638,0.0342266,0.808487,0.135496,0.773997,0.656774,-1.12755,0.0404477,1.26676,-0.509895,1.61519,-0.382643,6.99566,-0.250951,-7.8594
0.42275,0.44022,-0.0545645,0.456464,-0.122025,-0.0319943,0.395011,0.909974,-0.250136,0.0381835,0.814288,0.133002,0.781575,0.654759,-1.0939,0.0392409,1.22897,-0.540127,1.57565,-0.466104,7.16787,-0.257128,-8.05288
0.4275,0.440845,-0.0508344,0.459568,-0.124223,-0.031251,0.397715,0.908523,-0.253505,0.0420383,0.819899,0.130365,0.788964,0.652347,-1.05947,0.0380057,1.19028,-0.570213,1.53544,-0.549437,7.32713,-0.262842,-8.23181
0.43225,0.441458,-0.0470697,0.46266,-0.126348,-0.0305313,0.400326,0.907107,-0.256745,0.0457866,0.825317,0.127586,0.796161,0.649539,-1.02432,0.0367446,1.15079,-0.600127,1.49458,-0.632576,7.47295,-0.268072,-8.39563
0.437,0.442057,-0.0432712,0.465738,-0.128399,-0.0298357,0.402844,0.905726,-0.259856,0.0494237,0.83054,0.124664,0.803162,0.646338,-0.9885,0.0354598,1.11055,-0.629848,1.4531,-0.71546,7.60481,-0.272803,-8.54377
0.44175,0.442642,-0.03944,0.4688,-0.130375,-0.0291647,0.405266,0.904385,-0.262837,0.0529456,0.835566,0.121602,0.809964,0.642743,-0.952093,0.0341538,1.06965,-0.659352,1.41102,-0.798024,7.72222,-0.277014,-8.67567
0.4465,0.443212,-0.0355769,0.471844,-0.132275,-0.0285188,0.407592,0.903083,-0.26569,0.0563485,0.840392,0.118401,0.816565,0.638757,-0.915163,0.0328291,1.02816,-0.688617,1.36835,-0.880205,7.82467,-0.28069,-8.79078
0.45125,0.443766,-0.0316829,0.474867,-0.134098,-0.0278982,0.409821,0.901824,-0.268414,0.0596288,0.845019,0.115061,0.822963,0.634382,-0.877783,0.0314881,0.986162,-0.717617,1.32512,-0.961939,7.91167,-0.28381,-8.88852
0.456,0.444305,-0.0277591,0.47787,-0.135843,-0.0273034,0.411952,0.900609,-0.271011,0.0627834,0.849444,0.111584,0.829153,0.629619,-0.840027,0.0301338,0.943745,-0.746332,1.28136,-1.04316,7.98272,-0.286359,-8.96833
0.46075,0.444826,-0.0238063,0.480848,-0.13751,-0.0267346,0.413986,0.89944,-0.27348,0.0658094,0.853666,0.107971,0.835135,0.624473,-0.801973,0.0287687,0.900992,-0.774736,1.23707,-1.12381,8.0373,-0.288317,-9.02966
0.4655,0.44533,-0.0198256,0.483801,-0.139098,-0.026192,0.415922,0.898318,-0.275823,0.0687045,0.857687,0.104224,0.840905,0.618944,-0.7637,0.0273957,0.857993,-0.802808,1.19228,-1.20382,8.07493,-0.289667,-9.07193
0.47025,0.445816,-0.015818,0.486728,-0.140608,-0.0256758,0.41776,0.897244,-0.27804,0.0714664,0.861504,0.100345,0.846461,0.613037,-0.725289,0.0260178,0.81484,-0.830523,1.14702,-1.28314,8.0951,-0.29039,-9.09459
0.475,0.446283,-0.0117846,0.489625,-0.142038,-0.0251861,0.419501,0.89622,-0.280134,0.0740934,0.86512,0.0963351,0.851801,0.606756,-0.686825,0.024638,0.771626,-0.85786,1.1013,-1.36168,8.0973,-0.290469,-9.09707
0.47975,0.446731,-0.00772628,0.492491,-0.14339,-0.024723,0.421144,0.895246,-0.282106,0.0765843,0.868534,0.0921962,0.856922,0.600103,-0.648394,0.0232594,0.72845,-0.884793,1.05514,-1.4394,8.08105,-0.289886,-9.07881
0.4845,0.447159,-0.00364417,0.495325,-0.144663,-0.0242863,0.422691,0.894324,-0.283956,0.0789382,0.871748,0.0879303,0.861824,0.593083,-0.610085,0.0218852,0.685411,-0.911301,1.00857,-1.51623,8.04583,-0.288623,-9.03924
0.48925,0.447566,0.000460693,0.498125,-0.145859,-0.023876,0.424141,0.893453,-0.285688,0.0811545,0.874764,0.0835395,0.866503,0.5857,-0.571989,0.0205186,0.642612,-0.93736,0.96161,-1.5921,7.99115,-0.286661,-8.97781
0.494,0.447952,0.00458725,0.500889,-0.146977,-0.023492,0.425497,0.892635,-0.287302,0.0832331,0.877583,0.0790261,0.870958,0.577959,-0.534201,0.019163,0.600158,-0.962947,0.914277,-1.66695,7.9165,-0.283984,-8.89394
0.49875,0.448317,0.00873444,0.503615,-0.148019,-0.023134,0.42676,0.89187,-0.288802,0.0851746,0.880207,0.0743923,0.875188,0.569866,-0.496815,0.0178219,0.558156,-0.988038,0.866593,-1.74072,7.82139,-0.280572,-8.78709
0.5035,0.448659,0.0129012,0.506302,-0.148985,-0.0228017,0.42793,0.891157,-0.29019,0.0869796,0.882641,0.0696406,0.879191,0.561424,-0.459931,0.0164988,0.516718,-1.01261,0.81858,-1.81335,7.70531,-0.276408,-8.65667
0.50825,0.448978,0.0170864,0.508948,-0.149876,-0.0224948,0.429009,0.890496,-0.291467,0.0886496,0.884886,0.0647734,0.882964,0.552641,-0.423649,0.0151973,0.475956,-1.03664,0.770259,-1.88476,7.56776,-0.271473,-8.50214
0.513,0.449274,0.021289,0.511551,-0.150695,-0.0222128,0.429999,0.889886,-0.292638,0.0901862,0.886947,0.0597934,0.886508,0.543521,-0.388072,0.013921,0.435987,-1.06011,0.72165,-1.9549,7.40824,-0.265751,-8.32293
0.51775,0.449546,0.0255078,0.514111,-0.151443,-0.0219552,0.430903,0.889329,-0.293704,0.0915917,0.888828,0.0547033,0.889819,0.534071,-0.353306,0.0126739,0.396928,-1.08298,0.672776,-2.02371,7.22625,-0.259223,-8.11847
