t,q0,q1,q2,q3,q4,q5,qdot0,qdot1,qdot2,qdot3,qdot4,qdot5,qddot0,qddot1,qddot2,qddot3,qddot4,qddot5,jerk0,jerk1,jerk2,jerk3,jerk4,jerk5
0.46075,0.292472,-0.239221,0.345732,0.208388,0.226172,-0.364068,1.39566,-0.706497,0.870467,0.357353,0.726784,-0.836628,2.13509,2.7599,-5.35491,-4.92292,-1.92387,6.52257,-15.5618,26.9751,-40.1348,-28.9324,-22.0894,45.9568
0.4655,0.299125,-0.242545,0.349805,0.210029,0.229602,-0.367968,1.40562,-0.693084,0.844581,0.333645,0.717398,-0.805131,2.06071,2.88738,-5.54388,-5.05888,-2.02817,6.73903,-15.7543,26.6979,-39.4264,-28.3076,-21.8242,45.1756
0.47025,0.305825,-0.245804,0.353754,0.211556,0.232986,-0.371716,1.41523,-0.679069,0.817805,0.309299,0.707519,-0.772614,1.98543,3.0135,-5.72939,-5.1918,-2.13117,6.95167,-15.9399,26.3991,-38.6786,-27.6523,-21.5397,44.3506
0.475,0.312569,-0.248995,0.357573,0.212967,0.236323,-0.375306,1.42448,-0.664458,0.790157,0.284328,0.697154,-0.739096,1.90929,3.13814,-5.91126,-5.32153,-2.23277,7.16029,-16.1187,26.0786,-37.8912,-26.9665,-21.2358,43.4818
0.47975,0.319357,-0.252116,0.361259,0.214257,0.239609,-0.378735,1.43337,-0.649259,0.761655,0.25875,0.68631,-0.704598,1.83232,3.26121,-6.0893,-5.44793,-2.33288,7.36468,-16.2907,25.7365,-37.0644,-26.2502,-20.9126,42.5693
0.4845,0.326185,-0.255162,0.364807,0.215424,0.242842,-0.381998,1.44189,-0.63348,0.732315,0.232579,0.674994,-0.669139,1.75454,3.3826,-6.26331,-5.57086,-2.43141,7.56463,-16.4559,25.3729,-36.1981,-25.5035,-20.5701,41.613
0.48925,0.333054,-0.258133,0.368215,0.216465,0.24602,-0.385091,1.45004,-0.617127,0.70216,0.205832,0.663214,-0.632741,1.676,3.50222,-6.43312,-5.69016,-2.52826,7.75993,-16.6142,24.9875,-35.2923,-24.7262,-20.2083,40.6129
0.494,0.33996,-0.261024,0.371477,0.217378,0.249142,-0.388008,1.45781,-0.600211,0.671208,0.178528,0.650978,-0.595427,1.59672,3.61995,-6.59853,-5.80571,-2.62335,7.95038,-16.7658,24.5806,-34.347,-23.9185,-19.8271,39.5691
0.49875,0.346902,-0.263834,0.37459,0.21816,0.252204,-0.390746,1.4652,-0.582741,0.639481,0.150684,0.638295,-0.55722,1.51673,3.7357,-6.75935,-5.91734,-2.71659,8.13577,-16.9105,24.152,-33.3623,-23.0802,-19.4266,38.4815
0.5035,0.353879,-0.266559,0.377551,0.218809,0.255205,-0.3933,1.47222,-0.564726,0.607001,0.12232,0.625174,-0.518146,1.43608,3.84936,-6.91541,-6.02492,-2.80788,8.31589,-17.0484,23.7019,-32.338,-22.2115,-19.0068,37.3502
0.50825,0.360888,-0.269198,0.380355,0.219322,0.258142,-0.395667,1.47885,-0.546176,0.573792,0.0934541,0.611624,-0.478228,1.35478,3.96083,-7.0665,-6.1283,-2.89712,8.49053,-17.1794,23.2301,-31.2743,-21.3123,-18.5676,36.175
0.513,0.367927,-0.271747,0.383,0.219696,0.261015,-0.397842,1.48509,-0.527101,0.539878,0.0641077,0.597655,-0.437495,1.27288,4.07001,-7.21245,-6.22734,-2.98424,8.65948,-17.3037,22.7366,-30.1712,-20.3826,-18.1092,34.9562
0.51775,0.374996,-0.274205,0.385483,0.21993,0.263819,-0.399822,1.49094,-0.507514,0.505283,0.0343015,0.583277,-0.395972,1.19041,4.17679,-7.35306,-6.32189,-3.06913,8.82254,-17.4211,22.2216,-29.0285,-19.4224,-17.6314,33.6935
0.5225,0.382091,-0.276568,0.3878,0.220021,0.266555,-0.401603,1.4964,-0.487426,0.470033,0.00405708,0.568501,-0.35369,1.10739,4.28108,-7.48816,-6.4118,-3.1517,8.9795,-17.5317,21.6849,-27.8463,-18.4317,-17.1342,32.3871
0.52725,0.389211,-0.278834,0.389947,0.219968,0.26922,-0.403181,1.50146,-0.466848,0.434154,-0.0266031,0.55334,-0.310677,1.02387,4.38277,-7.61754,-6.49694,-3.23187,9.13015,-17.6355,21.1266,-26.6247,-17.4106,-16.6178,31.0369
0.532,0.396354,-0.281002,0.391923,0.219768,0.271811,-0.404553,1.50612,-0.445794,0.397675,-0.0576561,0.537803,-0.266964,0.939868,4.48175,-7.74103,-6.57716,-3.30954,9.27428,-17.7324,20.5467,-25.3636,-16.3589,-16.082,29.643
0.53675,0.403518,-0.283069,0.393724,0.219419,0.274328,-0.405716,1.51039,-0.424276,0.360624,-0.0890781,0.521903,-0.222582,0.855422,4.57793,-7.85843,-6.6523,-3.38462,9.41169,-17.8226,19.9452,-24.063,-15.2768,-15.5269,28.2053
0.5415,0.410702,-0.285032,0.395348,0.218921,0.276769,-0.406667,1.51425,-0.402308,0.32303,-0.120845,0.505653,-0.177564,0.770564,4.67119,-7.96957,-6.72224,-3.45702,9.54216,-17.9059,19.3221,-22.7229,-14.1641,-14.9524,26.7239
0.54625,0.417903,-0.28689,0.396792,0.218271,0.279131,-0.407402,1.51771,-0.379904,0.284923,-0.152931,0.489066,-0.131943,0.685327,4.76145,-8.07424,-6.78681,-3.52664,9.6655,-17.9824,18.6773,-21.3434,-13.021,-14.3587,25.1986
0.551,0.42512,-0.288641,0.398054,0.217468,0.281414,-0.407919,1.52076,-0.357079,0.246335,-0.185311,0.472154,-0.0857534,0.599742,4.84859,-8.17227,-6.84589,-3.59339,9.78148,-18.0521,18.0109,-19.9244,-11.8474,-13.7456,23.6296
0.55575,0.43235,-0.290282,0.399132,0.21651,0.283616,-0.408216,1.5234,-0.333848,0.207298,-0.217958,0.454933,-0.0390308,0.513843,4.93252,-8.26346,-6.89932,-3.65719,9.88991,-18.1149,17.3229,-18.4658,-10.6433,-13.1132,22.0169
0.5605,0.439591,-0.291811,0.400023,0.215397,0.285736,-0.408289,1.52564,-0.310226,0.167844,-0.250845,0.437416,0.00818847,0.427661,5.01313,-8.34763,-6.94695,-3.71794,9.99057,-18.171,16.6132,-16.9678,-9.40871,-12.4614,20.3604
0.56525,0.446842,-0.293228,0.400726,0.214127,0.287771,-0.408137,1.52746,-0.286228,0.128007,-0.283945,0.419618,0.055867,0.341229,5.09031,-8.42459,-6.98865,-3.77554,10.0833,-18.2202,15.882,-15.4304,-8.14363,-11.7904,18.6601
0.57,0.454101,-0.29453,0.401238,0.212699,0.289722,-0.407758,1.52888,-0.261873,0.0878216,-0.317228,0.401553,0.103967,0.25458,5.16397,-8.49415,-7.02427,-3.82992,10.1678,-18.2626,15.1291,-13.8534,-6.84807,-11.1,16.916
0.57475,0.461366,-0.295715,0.401559,0.211113,0.291586,-0.407149,1.52988,-0.237176,0.0473241,-0.350665,0.383239,0.152448,0.167745,5.23401,-8.55614,-7.05366,-3.88096,10.2439,-18.2982,14.3546,-12.237,-5.52201,-10.3902,15.1282
0.5795,0.468635,-0.296783,0.401688,0.209367,0.293362,-0.406309,1.53047,-0.212156,0.00655064,-0.384227,0.36469,0.20127,0.0807577,5.30031,-8.61034,-7.07668,-3.92859,10.3114,-18.3269,13.5585,-10.5811,-4.16547,-9.66119,13.2966
0.58425,0.475905,-0.29773,0.401621,0.207462,0.29505,-0.405236,1.53065,-0.18683,-0.0344615,-0.417883,0.345923,0.250392,-0.00635003,5.36278,-8.65659,-7.09318,-3.97271,10.3701,-18.3489,12.7408,-8.88568,-2.77843,-8.91281,11.4213
0.589,0.483175,-0.298557,0.40136,0.205397,0.296648,-0.40393,1.53041,-0.161216,-0.0756741,-0.451602,0.326955,0.299772,-0.0935457,5.42131,-8.6947,-7.10303,-4.01323,10.4199,-18.364,11.9014,-7.1508,-1.36091,-8.1451,9.5022
0.59375,0.490443,-0.299262,0.400902,0.203172,0.298156,-0.402388,1.52976,-0.135334,-0.117048,-0.485351,0.307803,0.349366,-0.180797,5.47581,-8.72446,-7.10606,-4.05006,10.4603,-18.3723,11.0404,-5.37645,0.0871026,-7.35807,7.53933
0.5985,0.497707,-0.299842,0.400248,0.200787,0.299572,-0.400611,1.52869,-0.109202,-0.158543,-0.519099,0.288485,0.39913,-0.268072,5.52616,-8.74571,-7.10215,-4.08311,10.4914,-18.3737,10.1578,-3.56261,1.5656,-6.55171,5.5327
0.60325,0.504965,-0.300299,0.399396,0.198241,0.300896,-0.398596,1.52721,-0.0828418,-0.200118,-0.552811,0.269019,0.449019,-0.355337,5.57228,-8.75826,-7.09116,-4.11228,10.5129,-18.3689,9.2616,-1.72604,3.06108,-5.73358,3.50062
0.608,0.512215,-0.300629,0.398346,0.195535,0.302127,-0.396345,1.52532,-0.0562723,-0.241733,-0.586453,0.249424,0.498987,-0.442569,5.61416,-8.76216,-7.07311,-4.13759,10.5247,-18.3593,8.3763,0.0820057,4.5322,-4.92676,1.49912
0.61275,0.519455,-0.300833,0.397099,0.19267,0.303265,-0.393856,1.52301,-0.0295138,-0.283345,-0.619994,0.229718,0.548989,-0.529744,5.65187,-8.75754,-7.04814,-4.15911,10.5272,-18.3452,7.50362,1.85797,5.97608,-4.13287,-0.467894
0.6175,0.526683,-0.300909,0.395655,0.189645,0.30431,-0.391129,1.52029,-0.002586,-0.324916,-0.6534,0.209919,0.598981,-0.61684,5.68547,-8.74456,-7.01638,-4.17688,10.5203,-18.3263,6.64355,3.60186,7.39272,-3.35191,-2.40043
0.62225,0.533897,-0.300857,0.394013,0.186463,0.305259,-0.388166,1.51715,0.0244917,-0.366406,-0.686639,0.190044,0.648918,-0.703837,5.71501,-8.72337,-6.97796,-4.19097,10.5044,-18.3029,5.79611,5.31365,8.78212,-2.58388,-4.29849
0.627,0.541095,-0.300676,0.392174,0.183123,0.306115,-0.384965,1.5136,0.0517003,-0.407775,-0.71968,0.17011,0.698758,-0.790711,5.74055,-8.69413,-6.933,-4.20144,10.4795,-18.2749,4.96128,6.99337,10.1443,-1.82877,-6.16206
0.63175,0.548276,-0.300366,0.390139,0.179626,0.306875,-0.381528,1.50964,0.0790207,-0.448987,-0.752493,0.150136,0.74846,-0.877441,5.76216,-8.65698,-6.88163,-4.20836,10.4459,-18.2422,4.13907,8.641,11.4792,-1.08659,-7.99115
0.6365,0.555436,-0.299925,0.387909,0.175974,0.307541,-0.377855,1.50527,0.106435,-0.490004,-0.785046,0.130137,0.797981,-0.964004,5.77989,-8.61209,-6.82399,-4.21179,10.4037,-18.2049,3.32948,10.2566,12.7869,-0.357334,-9.78576
0.64125,0.562575,-0.299355,0.385485,0.172169,0.308112,-0.373947,1.50048,0.133924,-0.53079,-0.817311,0.110129,0.847281,-1.05038,5.79381,-8.5596,-6.7602,-4.21178,10.353,-18.163,2.5325,11.84,14.0673,0.358993,-11.5459
0.646,0.56969,-0.298653,0.382867,0.16821,0.308587,-0.369806,1.49529,0.16147,-0.571309,-0.849258,0.09013,0.896321,-1.13655,5.80397,-8.49966,-6.69039,-4.2084,10.2941,-18.1164,1.74815,13.3914,15.3205,1.06239,-13.2715
0.65075,0.57678,-0.297821,0.380058,0.164101,0.308968,-0.365432,1.48968,0.189056,-0.611525,-0.88086,0.0701547,0.945062,-1.22248,5.81044,-8.43243,-6.61469,-4.20171,10.227,-18.0653,0.976409,14.9107,16.5465,1.75286,-14.9627
0.6555,0.583842,-0.296857,0.377058,0.159843,0.309254,-0.360828,1.48367,0.216663,-0.651406,-0.912089,0.0502189,0.993465,-1.30816,5.81327,-8.35806,-6.53324,-4.19177,10.152,-18.0095,0.217288,16.3979,17.7452,2.43041,-16.6194
0.66025,0.590874,-0.295762,0.37387,0.155437,0.309445,-0.355995,1.47726,0.244276,-0.690916,-0.942917,0.030338,1.04149,-1.39356,5.81252,-8.2767,-6.44616,-4.17864,10.0692,-17.9491,-0.529215,17.853,18.9167,3.09503,-18.2416
0.665,0.597875,-0.294536,0.370495,0.150886,0.309542,-0.350935,1.47044,0.271877,-0.730023,-0.973318,0.0105268,1.08911,-1.47867,5.80826,-8.1885,-6.35357,-4.16238,9.97872,-17.8841,-1.2631,19.2761,20.061,3.74672,-19.8293
0.66975,0.604842,-0.29318,0.366935,0.146191,0.309545,-0.345649,1.46321,0.299449,-0.768696,-1.00327,-0.00919983,1.13628,-1.56345,5.80054,-8.09363,-6.25562,-4.14306,9.88083,-17.8144,-1.98437,20.6671,21.178,4.38548,-21.3826
0.6745,0.611775,-0.291692,0.363193,0.141355,0.309455,-0.340141,1.45558,0.326976,-0.806903,-1.03274,-0.0288275,1.18297,-1.6479,5.78943,-7.99222,-6.15243,-4.12074,9.77564,-17.7402,-2.69302,22.0259,22.2678,5.01132,-22.9013
0.67925,0.61867,-0.290073,0.35927,0.136381,0.309272,-0.334412,1.44756,0.354443,-0.844612,-1.06171,-0.0483422,1.22914,-1.73198,5.77498,-7.88443,-6.04412,-4.09548,9.66332,-17.6613,-3.38905,23.3527,23.3303,5.62423,-24.3856
0.684,0.625526,-0.288325,0.35517,0.13127,0.308996,-0.328465,1.43913,0.381834,-0.881795,-1.09015,-0.06773,1.27476,-1.81567,5.75725,-7.77042,-5.93083,-4.06733,9.54403,-17.5778,-4.07246,24.6474,24.3656,6.22421,-25.8354
0.68875,0.632341,-0.286446,0.350894,0.126025,0.308628,-0.322303,1.43031,0.409132,-0.918421,-1.11804,-0.0869774,1.31979,-1.89896,5.73631,-7.65033,-5.81269,-4.03637,9.41794,-17.4896,-4.74326,25.9101,25.3737,6.81127,-27.2507
0.6935,0.639113,-0.284438,0.346446,0.12065,0.30817,-0.315928,1.42109,0.436323,-0.954464,-1.14536,-0.106071,1.36422,-1.98182,5.71221,-7.52432,-5.68982,-4.00264,9.28521,-17.3969,-5.40144,27.1406,26.3545,7.38539,-28.6315
0.69825,0.645841,-0.282301,0.341828,0.115145,0.307621,-0.309344,1.41148,0.463393,-0.989893,-1.17209,-0.124998,1.40799,-2.06422,5.68502,-7.39255,-5.56237,-3.96623,9.146,-17.2995,-6.047,28.3391,27.3081,7.94659,-29.9779
0.703,0.652522,-0.280036,0.337043,0.109516,0.306983,-0.302553,1.40148,0.490326,-1.02468,-1.1982,-0.143746,1.45109,-2.14615,5.65478,-7.25515,-5.43044,-3.92717,9.00047,-17.1975,-6.67994,29.5055,28.2344,8.49487,-31.2897
0.70775,0.659154,-0.277643,0.332094,0.103763,0.306256,-0.295559,1.39109,0.517109,-1.05881,-1.22367,-0.162302,1.49349,-2.22759,5.62158,-7.11229,-5.29418,-3.88555,8.8488,-17.0909,-7.30026,30.6398,29.1336,9.03021,-32.5671
0.7125,0.665736,-0.275124,0.326985,0.0978919,0.305441,-0.288366,1.38032,0.543727,-1.09224,-1.24849,-0.180655,1.53515,-2.30851,5.58545,-6.96413,-5.15372,-3.84141,8.69114,-16.9797,-7.90797,31.742,30.0054,9.55263,-33.81
0.71725,0.672267,-0.272478,0.321719,0.0919039,0.30454,-0.280977,1.36916,0.570166,-1.12496,-1.27262,-0.198792,1.57604,-2.38889,5.54647,-6.8108,-5.00917,-3.79482,8.52766,-16.8638,-8.50306,32.8121,30.8501,10.0621,-35.0185
0.722,0.678743,-0.269708,0.316299,0.085803,0.303553,-0.273395,1.35763,0.596414,-1.15694,-1.29607,-0.216702,1.61615,-2.46871,5.50469,-6.65246,-4.86068,-3.74584,8.35852,-16.7433,-9.08553,33.8501,31.6674,10.5587,-36.1924
0.72675,0.685163,-0.266813,0.31073,0.0795924,0.302482,-0.265625,1.34571,0.622456,-1.18815,-1.3188,-0.234374,1.65544,-2.54795,5.46018,-6.48927,-4.70838,-3.69453,8.18388,-16.6182,-9.65538,34.8561,32.4576,11.0423,-37.3319
0.7315,0.691526,-0.263795,0.305013,0.0732756,0.301327,-0.25767,1.33342,0.648281,-1.21858,-1.34079,-0.251796,1.69389,-2.62658,5.41299,-6.32138,-4.55238,-3.64095,8.00392,-16.4885,-10.2126,35.83,33.2205,11.513,-38.4368
0.73625,0.69783,-0.260654,0.299154,0.0668561,0.30009,-0.249534,1.32076,0.673876,-1.2482,-1.36204,-0.268959,1.73147,-2.70458,5.36318,-6.14894,-4.39282,-3.58518,7.81879,-16.3542,-10.7572,36.7718,33.9562,11.9708,-39.5073
0.741,0.704073,-0.257393,0.293157,0.0603375,0.298772,-0.241222,1.30773,0.699227,-1.27699,-1.38252,-0.285852,1.76816,-2.78193,5.31081,-5.9721,-4.22984,-3.52725,7.62865,-16.2152,-11.2892,37.6815,34.6646,12.4157,-40.5434
0.74575,0.710253,-0.254012,0.287024,0.0537234,0.297375,-0.232738,1.29433,0.724324,-1.30492,-1.40222,-0.302465,1.80394,-2.85862,5.25595,-5.79101,-4.06355,-3.46725,7.43368,-16.0716,-11.8086,38.5591,35.3458,12.8476,-41.5449
0.7505,0.716369,-0.250512,0.280761,0.0470177,0.295899,-0.224086,1.28057,0.749155,-1.33199,-1.42112,-0.318788,1.83877,-2.93461,5.19865,-5.60584,-3.8941,-3.40522,7.23403,-15.9234,-12.3154,39.4047,35.9998,13.2666,-42.5119
0.75525,0.722418,-0.246896,0.274372,0.0402241,0.294347,-0.215271,1.26645,0.773708,-1.35817,-1.4392,-0.334811,1.87265,-3.00988,5.13897,-5.41672,-3.7216,-3.34123,7.02987,-15.7706,-12.8095,40.2181,36.6265,13.6727,-43.4445
0.76,0.728399,-0.243163,0.26786,0.0333466,0.292719,-0.206297,1.25198,0.797972,-1.38345,-1.45647,-0.350526,1.90555,-3.08442,5.07698,-5.22382,-3.54619,-3.27535,6.82136,-15.6131,-13.2911,40.9995,37.226,14.0658,-44.3426
0.76475,0.734311,-0.239315,0.261231,0.026389,0.291017,-0.19717,1.23715,0.821936,-1.40779,-1.47289,-0.365924,1.93745,-3.1582,5.01273,-5.02728,-3.36799,-3.20763,6.60867,-15.4511,-13.76,41.7488,37.7982,14.4461,-45.2062
0.7695,0.740152,-0.235355,0.254488,0.0193555,0.289243,-0.187893,1.22198,0.845589,-1.4312,-1.48846,-0.380996,1.96833,-3.2312,4.94628,-4.82725,-3.18715,-3.13813,6.39196,-15.2844,-14.2163,42.466,38.3432,14.8134,-46.0353
0.77425,0.74592,-0.231283,0.247636,0.01225,0.287398,-0.178472,1.20646,0.868922,-1.45365,-1.50316,-0.395734,1.99817,-3.30339,4.8777,-4.6239,-3.00378,-3.06692,6.17139,-15.1131,-14.6599,43.1511,38.861,15.1677,-46.83
0.779,0.751613,-0.227101,0.240679,0.00507682,0.285484,-0.168912,1.1906,0.891924,-1.47512,-1.51699,-0.410129,2.02695,-3.37476,4.80703,-4.41737,-2.81801,-2.99406,5.94713,-14.9371,-15.091,43.8042,39.3515,15.5092,-47.5902
0.78375,0.75723,-0.22281,0.233624,-0.00215997,0.283503,-0.159218,1.1744,0.914585,-1.49561,-1.52993,-0.424175,2.05466,-3.44529,4.73435,-4.20781,-2.62998,-2.91961,5.71934,-14.7566,-15.5094,44.4251,39.8148,15.8377,-48.3158
0.7885,0.762769,-0.218413,0.226473,-0.0094561,0.281455,-0.149395,1.15787,0.936897,-1.51509,-1.54197,-0.437863,2.08128,-3.51494,4.65971,-3.99538,-2.43981,-2.84362,5.48818,-14.5714,-15.9152,45.014,40.2509,16.1533,-49.007
0.79325,0.768229,-0.21391,0.219232,-0.0168073,0.279344,-0.139448,1.14101,0.95885,-1.53356,-1.55311,-0.451187,2.10679,-3.58371,4.58318,-3.78023,-2.24764,-2.76617,5.25383,-14.3816,-16.3084,45.5708,40.6597,16.4559,-49.6638
0.798,0.773608,-0.209304,0.211906,-0.0242091,0.277169,-0.129382,1.12383,0.980434,-1.551,-1.56332,-0.464139,2.13118,-3.65156,4.5048,-3.56251,-2.05359,-2.68731,5.01643,-14.1872,-16.689,46.0955,41.0413,16.7456,-50.286
0.80275,0.778905,-0.204596,0.204499,-0.0316574,0.274935,-0.119203,1.10632,1.00164,-1.5674,-1.57261,-0.476714,2.15444,-3.71848,4.42465,-3.34237,-1.85779,-2.60711,4.77616,-13.9881,-17.057,46.5881,41.3956,17.0224,-50.8738
0.8075,0.784118,-0.199789,0.197017,-0.0391475,0.272641,-0.108917,1.0885,1.02247,-1.58275,-1.58097,-0.488905,2.17655,-3.78444,4.34278,-3.11997,-1.66037,-2.52562,4.53319,-13.7844,-17.4124,47.0487,41.7227,17.2863,-51.427
0.81225,0.789245,-0.194884,0.189465,-0.0466751,0.270291,-0.0985279,1.07037,1.0429,-1.59704,-1.58838,-0.500706,2.1975,-3.84942,4.25925,-2.89546,-1.46147,-2.44291,4.28766,-13.5762,-17.7551,47.4771,42.0226,17.5373,-51.9458
0.817,0.794286,-0.189882,0.181847,-0.0542356,0.267885,-0.0880423,1.05193,1.06293,-1.61025,-1.59485,-0.512111,2.21728,-3.91341,4.17413,-2.66899,-1.2612,-2.35904,4.03976,-13.3633,-18.0852,47.8735,42.2952,17.7753,-52.4301
0.82175,0.799238,-0.184786,0.174169,-0.0618246,0.265426,-0.0774656,1.03319,1.08255,-1.62239,-1.60036,-0.523115,2.23588,-3.97637,4.08746,-2.44071,-1.05971,-2.27406,3.78963,-13.1457,-18.4027,48.2378,42.5406,18.0004,-52.88
0.8265,0.804101,-0.179599,0.166436,-0.0694375,0.262916,-0.0668034,1.01416,1.10175,-1.63344,-1.60492,-0.533713,2.25328,-4.03828,3.99932,-2.21078,-0.85711,-2.18805,3.53745,-12.9236,-18.7076,48.57,42.7587,18.2126,-53.2953
0.83125,0.808872,-0.17432,0.158653,-0.0770698,0.260357,-0.0560614,0.994833,1.12054,-1.64339,-1.6085,-0.5439,2.26948,-4.09914,3.90976,-1.97935,-0.653542,-2.10106,3.28338,-12.6968,-18.9998,48.8701,42.9496,18.4118,-53.6762
0.836,0.813551,-0.168954,0.150825,-0.0847168,0.25775,-0.0452453,0.97522,1.1389,-1.65224,-1.61112,-0.553671,2.28447,-4.1589,3.81884,-1.74657,-0.449132,-2.01316,3.02758,-12.4654,-19.2795,49.1382,43.1133,18.5981,-54.0226
0.84075,0.818136,-0.163502,0.142958,-0.0923739,0.255098,-0.0343608,0.955325,1.15682,-1.65998,-1.61277,-0.563023,2.29824,-4.21755,3.72663,-1.51259,-0.244009,-1.9244,2.77022,-12.2294,-19.5465,49.3741,43.2497,18.7715,-54.3345
0.8455,0.822626,-0.157965,0.135057,-0.100037,0.252402,-0.0234139,0.935155,1.1743,-1.66661,-1.61344,-0.571952,2.31078,-4.27507,3.63317,-1.27756,-0.0383024,-1.83485,2.51146,-11.9888,-19.8009,49.578,43.3589,18.932,-54.6119
0.85025,0.82702,-0.152347,0.127127,-0.1077,0.249665,-0.0124103,0.914714,1.19133,-1.67211,-1.61313,-0.580453,2.3221,-4.33143,3.53854,-1.04165,0.167858,-1.74457,2.25146,-11.7435,-20.0427,49.7498,43.4409,19.0795,-54.8548
0.855,0.831315,-0.146648,0.119174,-0.11536,0.246888,-0.00135596,0.894008,1.20791,-1.6765,-1.61184,-0.588524,2.33217,-4.38662,3.44279,-0.80499,0.374343,-1.65362,1.99039,-11.4936,-20.2719,49.8895,43.4956,19.2141,-55.0633
0.85975,0.835512,-0.140872,0.111202,-0.123011,0.244074,0.00974332,0.873043,1.22403,-1.67976,-1.60958,-0.596162,2.341,-4.44062,3.34598,-0.567746,0.581023,-1.56206,1.72841,-11.2391,-20.4884,49.9971,43.5231,19.3358,-55.2373
0.8645,0.839609,-0.135021,0.103218,-0.130649,0.241225,0.0208816,0.851824,1.2397,-1.68189,-1.60632,-0.603363,2.34859,-4.49339,3.24817,-0.330068,0.787769,-1.46995,1.46569,-10.98,-20.6924,50.0727,43.5233,19.4445,-55.3768
0.86925,0.843604,-0.129096,0.0952263,-0.13827,0.238343,0.032053,0.830357,1.25489,-1.6829,-1.60209,-0.610125,2.35493,-4.54492,3.14942,-0.0921066,0.994451,-1.37735,1.20239,-10.7163,-20.8837,50.1161,43.4963,19.5404,-55.4818
0.874,0.847497,-0.1231,0.0872324,-0.145867,0.23543,0.0432514,0.808649,1.26961,-1.68277,-1.59688,-0.616447,2.36001,-4.59519,3.04979,0.145985,1.20094,-1.28434,0.93867,-10.4479,-21.0624,50.1275,43.442,19.6233,-55.5523
0.87875,0.851286,-0.117035,0.0792417,-0.153438,0.232488,0.0544711,0.786705,1.28386,-1.68151,-1.59068,-0.622326,2.36384,-4.64417,2.94935,0.384054,1.40711,-1.19095,0.674697,-10.1749,-21.2285,50.1068,43.3606,19.6932,-55.5884
0.8835,0.85497,-0.110904,0.0712598,-0.160977,0.229518,0.065706,0.764532,1.29763,-1.67912,-1.58351,-0.627761,2.36642,-4.69184,2.84814,0.621948,1.61282,-1.09727,0.410635,-9.89729,-21.3819,50.054,43.2519,19.7503,-55.5899
0.88825,0.858549,-0.104708,0.0632919,-0.16848,0.226525,0.0769501,0.742135,1.31092,-1.6756,-1.57536,-0.63275,2.36775,-4.73818,2.74624,0.859516,1.81796,-1.00335,0.146648,-9.61506,-21.5228,49.9691,43.1159,19.7944,-55.557
0.893,0.86202,-0.098451,0.0553434,-0.175942,0.223508,0.0881976,0.719521,1.32372,-1.67096,-1.56624,-0.637292,2.36782,-4.78318,2.64369,1.0966,2.02238,-0.909244,-0.117102,-9.32821,-21.651,49.8522,42.9527,19.8256,-55.4896
0.89775,0.865384,-0.0921339,0.0474196,-0.183358,0.220471,0.0994424,0.696697,1.33603,-1.66518,-1.55615,-0.641387,2.36663,-4.82679,2.54057,1.33306,2.22596,-0.815024,-0.380449,-9.03674,-21.7666,49.7031,42.7623,19.8438,-55.3878
0.9025,0.868639,-0.0857595,0.0395259,-0.190724,0.217416,0.110679,0.673669,1.34785,-1.65829,-1.5451,-0.645035,2.3642,-4.86902,2.43693,1.56873,2.42858,-0.720748,-0.643231,-8.74065,-21.8696,49.522,42.5446,19.8492,-55.2514
0.90725,0.871783,-0.07933,0.0316676,-0.198035,0.214344,0.1219,0.650443,1.35918,-1.65028,-1.53308,-0.648235,2.36052,-4.90982,2.33283,1.80347,2.63009,-0.626477,-0.905283,-8.43993,-21.96,49.3088,42.2997,19.8416,-55.0806
0.912,0.874817,-0.072848,0.02385,-0.205286,0.211258,0.133102,0.627028,1.37002,-1.64116,-1.52011,-0.650987,2.3556,-4.94919,2.22833,2.03712,2.83038,-0.532274,-1.16644,-8.1346,-22.0377,49.0635,42.0275,19.8211,-54.8752
0.91675,0.87774,-0.0663157,0.0160783,-0.212474,0.20816,0.144277,0.603428,1.38035,-1.63093,-1.5062,-0.653291,2.34944,-4.9871,2.12349,2.26952,3.02931,-0.438198,-1.42654,-7.82464,-22.1029,48.7861,41.7281,19.7876,-54.6354
0.9215,0.88055,-0.0597355,0.00835785,-0.219594,0.205052,0.155419,0.579653,1.39019,-1.6196,-1.49134,-0.65515,2.34205,-5.02352,2.01837,2.50053,3.22676,-0.344312,-1.68542,-7.51006,-22.1554,48.4766,41.4015,19.7412,-54.3612
0.92625,0.883246,-0.0531097,0.000693808,-0.226641,0.201937,0.166524,0.555707,1.39953,-1.60718,-1.47554,-0.656563,2.33343,-5.05843,1.91304,2.73,3.42258,-0.250677,-1.94292,-7.19086,-22.1953,48.1351,41.0477,19.6819,-54.0524
0.931,0.885829,-0.0464408,-0.00690864,-0.23361,0.198816,0.177585,0.5316,1.40836,-1.59367,-1.45882,-0.657532,2.3236,-5.09182,1.80754,2.95777,3.61667,-0.157354,-2.19887,-6.86704,-22.2226,47.7615,40.6666,19.6097,-53.7091
0.93575,0.888296,-0.039731,-0.0144444,-0.240498,0.195691,0.188596,0.507338,1.4167,-1.57908,-1.44119,-0.658058,2.31255,-5.12366,1.70194,3.18368,3.80887,-0.0644049,-2.4531,-6.5386,-22.2372,47.3557,40.2582,19.5245,-53.3314
