t,q0,q1,q2,q3,q4,q5,qdot0,qdot1,qdot2,qdot3,qdot4,qdot5,qddot0,qddot1,qddot2,qddot3,qddot4,qddot5,jerk0,jerk1,jerk2,jerk3,jerk4,jerk5
1.42025,0.597281,0.524555,0.0389867,-0.142241,0.0925831,0.470998,-1.21709,0.55834,1.62611,1.59332,0.310652,-1.14518,0.456848,-2.71977,1.89699,1.49058,1.13462,-3.23671,20.2613,4.68616,-39.4244,-36.8723,-11.5066,38.2464
1.425,0.591505,0.527177,0.0467314,-0.134657,0.0940713,0.465522,-1.21469,0.545475,1.63467,1.59998,0.315912,-1.16012,0.552805,-2.69715,1.70964,1.31543,1.07983,-3.05479,20.14,4.83965,-39.4549,-36.8705,-11.5617,38.3481
1.42975,0.585742,0.529737,0.0545147,-0.127043,0.0955839,0.459978,-1.21184,0.532719,1.64235,1.60582,0.32091,-1.1742,0.648164,-2.6738,1.5222,1.14034,1.02479,-2.87244,20.0097,4.9891,-39.4632,-36.8486,-11.6097,38.4279
1.4345,0.579993,0.532238,0.0623324,-0.119403,0.0971195,0.454369,-1.20854,0.520075,1.64914,1.61082,0.325647,-1.18741,0.742883,-2.64976,1.33477,0.965405,0.969547,-2.68976,19.8704,5.13451,-39.4495,-36.8066,-11.6506,38.4859
1.43925,0.574261,0.534678,0.0701801,-0.111741,0.0986771,0.448699,-1.20479,0.507547,1.65503,1.61499,0.330121,-1.19975,0.836919,-2.62503,1.14747,0.790713,0.914124,-2.50686,19.7221,5.27587,-39.4136,-36.7445,-11.6843,38.5219
1.444,0.568548,0.537059,0.0780537,-0.104062,0.100255,0.442973,-1.20059,0.495138,1.66004,1.61833,0.334331,-1.21122,0.930228,-2.59964,0.96038,0.616363,0.858558,-2.32384,19.5647,5.4132,-39.3557,-36.6623,-11.7109,38.5361
1.44875,0.562856,0.539382,0.085949,-0.0963685,0.101853,0.437194,-1.19595,0.482852,1.66415,1.62085,0.338277,-1.22183,1.02277,-2.57361,0.773622,0.442452,0.802882,-2.1408,19.3984,5.54648,-39.2757,-36.56,-11.7304,38.5285
1.4535,0.557187,0.541647,0.0938618,-0.0886651,0.103468,0.431367,-1.19087,0.47069,1.66739,1.62253,0.341958,-1.23156,1.1145,-2.54696,0.587296,0.269075,0.74713,-1.95785,19.2231,5.67573,-39.1735,-36.4376,-11.7428,38.4989
1.45825,0.551544,0.543854,0.101788,-0.0809557,0.105101,0.425495,-1.18536,0.458656,1.66973,1.6234,0.345374,-1.24043,1.20537,-2.5197,0.401508,0.0963265,0.691337,-1.77509,19.0387,5.80093,-39.0493,-36.2951,-11.748,38.4475
1.463,0.545927,0.546004,0.109723,-0.0732441,0.106749,0.419584,-1.17942,0.446754,1.6712,1.62345,0.348526,-1.24842,1.29535,-2.49185,0.216363,-0.075697,0.635535,-1.59263,18.8453,5.92209,-38.903,-36.1325,-11.7462,38.3742
1.46775,0.54034,0.548098,0.117663,-0.0655342,0.108412,0.413637,-1.17306,0.434985,1.67179,1.62268,0.351412,-1.25556,1.38439,-2.46344,0.0319652,-0.2469,0.579759,-1.41057,18.643,6.03921,-38.7346,-35.9498,-11.7372,38.279
1.4725,0.534784,0.550137,0.125604,-0.0578299,0.110087,0.407657,-1.16627,0.423352,1.67151,1.62111,0.354033,-1.26182,1.47245,-2.43449,-0.15158,-0.417188,0.524043,-1.22902,18.4316,6.15229,-38.544,-35.7469,-11.7211,38.162
1.47725,0.529261,0.55212,0.133541,-0.050135,0.111774,0.401651,-1.15907,0.411858,1.67035,1.61872,0.35639,-1.26723,1.55948,-2.405,-0.334168,-0.586464,0.46842,-1.04807,18.2112,6.26133,-38.3314,-35.524,-11.6979,38.0231
1.482,0.523773,0.55405,0.141471,-0.0424533,0.113472,0.39562,-1.15146,0.400505,1.66833,1.61554,0.358484,-1.27178,1.64544,-2.37501,-0.515694,-0.754634,0.412924,-0.867834,17.9818,6.36633,-38.0967,-35.281,-11.6676,37.8623
1.48675,0.518323,0.555925,0.149389,-0.0347886,0.11518,0.38957,-1.14344,0.389296,1.66546,1.61156,0.360314,-1.27548,1.73029,-2.34453,-0.696052,-0.921602,0.35759,-0.688413,17.7434,6.46729,-37.8399,-35.0178,-11.6301,37.6796
1.4915,0.512911,0.557748,0.157291,-0.0271448,0.116895,0.383504,-1.13502,0.378233,1.66172,1.60678,0.361881,-1.27832,1.81399,-2.31358,-0.875138,-1.08727,0.30245,-0.509912,17.496,6.5642,-37.5611,-34.7345,-11.5855,37.4751
1.49625,0.507541,0.559519,0.165174,-0.0195254,0.118617,0.377427,-1.12621,0.367318,1.65714,1.60123,0.363187,-1.28032,1.89649,-2.28218,-1.05285,-1.25155,0.247538,-0.332434,17.2396,6.65708,-37.2601,-34.4312,-11.5338,37.2487
1.501,0.502213,0.561238,0.173033,-0.0119343,0.120345,0.371343,-1.11701,0.356553,1.65172,1.5949,0.364233,-1.28148,1.97775,-2.25034,-1.22907,-1.41434,0.19289,-0.156084,16.9742,6.74591,-36.937,-34.1077,-11.475,37.0004
1.50575,0.49693,0.562906,0.180864,-0.00437513,0.122077,0.365255,-1.10742,0.34594,1.64547,1.5878,0.36502,-1.28181,2.05773,-2.2181,-1.40371,-1.57554,0.138537,0.0190352,16.6997,6.8307,-36.5918,-33.7641,-11.4091,36.7303
1.5105,0.491693,0.564525,0.188663,0.00314852,0.123812,0.359167,-1.09746,0.335482,1.63839,1.57993,0.36555,-1.28131,2.13638,-2.18546,-1.57666,-1.73506,0.0845144,0.192819,16.4163,6.91146,-36.2245,-33.4005,-11.336,36.4383
1.51525,0.486504,0.566094,0.196427,0.010633,0.125549,0.353083,-1.08713,0.325179,1.63049,1.57131,0.365824,-1.27998,2.21367,-2.15244,-1.74781,-1.89281,0.0308558,0.365164,16.1238,6.98817,-35.8352,-33.0167,-11.2559,36.1244
1.52,0.481366,0.567614,0.204152,0.0180748,0.127287,0.347008,-1.07644,0.315034,1.62179,1.56195,0.365843,-1.27784,2.28954,-2.11908,-1.91706,-2.04869,-0.0224051,0.535966,15.8224,7.06084,-35.4237,-32.6128,-11.1686,35.7886
1.52475,0.476279,0.569087,0.211833,0.0254704,0.129024,0.340945,-1.06538,0.305048,1.61229,1.55186,0.365611,-1.27489,2.36397,-2.08537,-2.0843,-2.2026,-0.0752345,0.705121,15.5119,7.12947,-34.9902,-32.1888,-11.0742,35.431
1.5295,0.471245,0.570512,0.219467,0.0328163,0.13076,0.334898,-1.05398,0.295223,1.60199,1.54103,0.365129,-1.27114,2.43689,-2.05135,-2.24943,-2.35445,-0.127598,0.872525,15.1924,7.19406,-34.5345,-31.7447,-10.9727,35.0514
1.53425,0.466266,0.571892,0.227051,0.0401091,0.132493,0.328871,-1.04223,0.285561,1.59092,1.52949,0.3644,-1.2666,2.50828,-2.01703,-2.41234,-2.50414,-0.179463,1.03808,14.8639,7.2546,-34.0567,-31.2805,-10.864,34.6501
1.539,0.461344,0.573225,0.23458,0.0473454,0.134221,0.322867,-1.03015,0.276062,1.57908,1.51725,0.363425,-1.26128,2.57809,-1.98244,-2.57294,-2.65158,-0.230795,1.20167,14.5264,7.31111,-33.5569,-30.7962,-10.7482,34.2268
1.54375,0.456481,0.574514,0.242051,0.0545218,0.135945,0.31689,-1.01775,0.266728,1.56648,1.50431,0.362208,-1.25519,2.64627,-1.94759,-2.7311,-2.79668,-0.28156,1.36319,14.1799,7.36358,-33.035,-30.2917,-10.6254,33.7817
1.5485,0.451676,0.57576,0.24946,0.0616352,0.137662,0.310943,-1.00502,0.25756,1.55314,1.49068,0.360752,-1.24834,2.71278,-1.91249,-2.88673,-2.93932,-0.331725,1.52256,13.8244,7.412,-32.4909,-29.7672,-10.4954,33.3147
1.55325,0.446933,0.576961,0.256804,0.0686822,0.139372,0.305032,-0.991977,0.24856,1.53906,1.47639,0.359058,-1.24073,2.77758,-1.87718,-3.03973,-3.07943,-0.381255,1.67965,13.4599,7.45639,-31.9248,-29.2226,-10.3582,32.8258
1.558,0.442253,0.578121,0.26408,0.0756598,0.141073,0.299158,-0.978633,0.239728,1.52426,1.46143,0.357131,-1.23238,2.84063,-1.84166,-3.18998,-3.21691,-0.430117,1.83437,13.0864,7.49673,-31.3366,-28.6578,-10.214,32.315
1.56275,0.437637,0.579239,0.271284,0.0825648,0.142764,0.293325,-0.964994,0.231064,1.50876,1.44583,0.354973,-1.22331,2.90189,-1.80597,-3.33739,-3.35165,-0.478277,1.98661,12.7038,7.53303,-30.7263,-28.073,-10.0626,31.7824
1.5675,0.433086,0.580316,0.278412,0.0893942,0.144445,0.287537,-0.951068,0.222571,1.49256,1.42959,0.352588,-1.21352,2.96131,-1.77011,-3.48185,-3.48357,-0.525701,2.13627,12.3123,7.56529,-30.0938,-27.468,-9.90416,31.2279
1.57225,0.428602,0.581354,0.285462,0.096145,0.146113,0.281798,-0.936864,0.214249,1.47569,1.41274,0.34998,-1.20302,3.01884,-1.7341,-3.62325,-3.61256,-0.572355,2.28324,11.9117,7.59351,-29.4393,-26.843,-9.73856,30.6516
1.577,0.424186,0.582352,0.29243,0.102814,0.147769,0.27611,-0.922392,0.206097,1.45815,1.39528,0.347152,-1.19183,3.07445,-1.69797,-3.76149,-3.73854,-0.618206,2.42742,11.5022,7.61769,-28.7627,-26.1978,-9.56584,30.0533
1.58175,0.41984,0.583312,0.299313,0.109399,0.149411,0.270477,-0.90766,0.198118,1.43996,1.37723,0.344108,-1.17996,3.1281,-1.66174,-3.89646,-3.86141,-0.663219,2.56871,11.0836,7.63783,-28.064,-25.5326,-9.38601,29.4332
1.5865,0.415564,0.584235,0.306109,0.115897,0.151038,0.264901,-0.892678,0.190311,1.42114,1.3586,0.340853,-1.16743,3.17973,-1.62542,-4.02806,-3.98107,-0.707362,2.707,10.656,7.65393,-27.3432,-24.8472,-9.19905,28.7912
1.59125,0.41136,0.58512,0.312813,0.122305,0.152649,0.259387,-0.877456,0.182677,1.4017,1.33941,0.33739,-1.15425,3.22932,-1.58903,-4.15619,-4.09743,-0.750599,2.84219,10.2194,7.66598,-26.6003,-24.1417,-9.00498,28.1274
1.596,0.407228,0.58597,0.319424,0.128621,0.154243,0.253937,-0.862003,0.175215,1.38166,1.31968,0.333724,-1.14044,3.2768,-1.5526,-4.28073,-4.21039,-0.792898,2.97418,9.77385,7.674,-25.8354,-23.4161,-8.80379,27.4416
1.60075,0.403171,0.586785,0.325938,0.134841,0.155819,0.248554,-0.84633,0.167927,1.36104,1.29942,0.329859,-1.126,3.32215,-1.51614,-4.40159,-4.31985,-0.834224,3.10285,9.31924,7.67797,-25.0483,-22.6704,-8.59548,26.734
1.6055,0.399189,0.587566,0.332353,0.140964,0.157376,0.243241,-0.830446,0.160812,1.33985,1.27865,0.3258,-1.11096,3.36532,-1.47967,-4.51865,-4.42572,-0.874543,3.22812,8.85563,7.67791,-24.2391,-21.9046,-8.38005,26.0045
1.61025,0.395282,0.588313,0.338666,0.146988,0.158913,0.238001,-0.814363,0.15387,1.31812,1.25738,0.321552,-1.09534,3.40627,-1.4432,-4.63182,-4.52791,-0.913823,3.34986,8.38301,7.6738,-23.4078,-21.1187,-8.1575,25.2532
1.615,0.391453,0.589028,0.344874,0.152909,0.16043,0.232836,-0.79809,0.147101,1.29585,1.23564,0.317121,-1.07915,3.44495,-1.40677,-4.74099,-4.62632,-0.952028,3.46799,7.90139,7.66565,-22.5545,-20.3127,-7.92783,24.48
1.61975,0.387701,0.589711,0.350975,0.158725,0.161926,0.22775,-0.781639,0.140506,1.27308,1.21344,0.31251,-1.0624,3.48132,-1.37039,-4.84606,-4.72085,-0.989126,3.58239,7.41075,7.65346,-21.679,-19.4866,-7.69104,23.6849
1.6245,0.384027,0.590363,0.356968,0.164436,0.163399,0.222744,-0.765021,0.134083,1.24982,1.1908,0.307726,-1.04512,3.51534,-1.33407,-4.94691,-4.81141,-1.02508,3.69296,6.91111,7.63723,-20.7815,-18.6404,-7.44713,22.8679
1.62925,0.380433,0.590985,0.362848,0.170037,0.164849,0.217822,-0.748247,0.127832,1.22609,1.16774,0.302773,-1.02732,3.54696,-1.29784,-5.04344,-4.8979,-1.05986,3.7996,6.40245,7.61696,-19.8618,-17.7741,-7.19611,22.0291
1.634,0.376919,0.591578,0.368615,0.175528,0.166275,0.212985,-0.731329,0.121753,1.20192,1.14427,0.297659,-1.00903,3.57614,-1.26171,-5.13556,-4.98023,-1.09343,3.9022,5.88479,7.59265,-18.9201,-16.8876,-6.93796,21.1684
1.63875,0.373486,0.592142,0.374266,0.180907,0.167676,0.208237,-0.714278,0.115845,1.17731,1.12043,0.292388,-0.990258,3.60285,-1.22572,-5.22315,-5.0583,-1.12576,4.00066,5.35812,7.5643,-17.9562,-15.9811,-6.6727,20.2858
1.6435,0.370134,0.592678,0.379799,0.186172,0.169052,0.203579,-0.697106,0.110109,1.1523,1.09623,0.286966,-0.97103,3.62703,-1.18986,-5.30611,-5.13202,-1.15681,4.09488,4.82245,7.5319,-16.9703,-15.0544,-6.40031,19.3813
1.64825,0.366863,0.593188,0.385212,0.191321,0.170402,0.199013,-0.679825,0.104542,1.12691,1.07168,0.2814,-0.951364,3.64865,-1.15417,-5.38433,-5.20129,-1.18655,4.18475,4.27776,7.49547,-15.9622,-14.1077,-6.12081,18.455
1.653,0.363675,0.593672,0.390504,0.196352,0.171726,0.194541,-0.662448,0.0991436,1.10116,1.04682,0.275696,-0.931282,3.66766,-1.11866,-5.45771,-5.26601,-1.21495,4.27017,3.72407,7.45499,-14.9321,-13.1408,-5.83419,17.5068
1.65775,0.36057,0.59413,0.395672,0.201265,0.173021,0.190166,-0.644987,0.0939139,1.07507,1.02166,0.26986,-0.910804,3.68401,-1.08335,-5.52615,-5.32609,-1.24197,4.35103,3.16137,7.41048,-13.8799,-12.1539,-5.54045,16.5367
1.6625,0.357548,0.594564,0.400716,0.206058,0.174289,0.185889,-0.627454,0.0888514,1.04867,0.996232,0.2639,-0.889954,3.69768,-1.04827,-5.58954,-5.38144,-1.26757,4.42723,2.58966,7.36192,-12.8056,-11.1468,-5.23959,15.5448
1.66725,0.35461,0.594975,0.405634,0.210729,0.175528,0.181712,-0.609863,0.083955,1.02198,0.970548,0.257821,-0.868753,3.7086,-1.01342,-5.64777,-5.43196,-1.29173,4.49867,2.00894,7.30932,-11.7092,-10.1196,-4.93161,14.5309
1.672,0.351755,0.595362,0.410425,0.215278,0.176738,0.177637,-0.592227,0.0792235,0.995025,0.944636,0.25163,-0.847225,3.71675,-0.978834,-5.70074,-5.47755,-1.31441,4.56524,1.41921,7.25268,-10.5906,-9.07234,-4.61652,13.4953
1.67675,0.348983,0.595727,0.415087,0.219703,0.177918,0.173664,-0.574558,0.0746556,0.967831,0.918519,0.245336,-0.825391,3.72207,-0.944526,-5.74835,-5.51811,-1.33558,4.62684,0.820476,7.192,-9.45004,-8.00495,-4.2943,12.4377
1.6815,0.346296,0.596072,0.419619,0.224003,0.179069,0.169796,-0.556872,0.07025,0.940424,0.892222,0.238945,-0.803278,3.72453,-0.910517,-5.79048,-5.55356,-1.3552,4.68336,0.212733,7.12728,-8.28735,-6.91746,-3.96496,11.3582
1.68625,0.343693,0.596395,0.42402,0.228179,0.180188,0.166033,-0.53918,0.0660052,0.912831,0.865768,0.232464,-0.780908,3.72408,-0.876824,-5.82704,-5.5838,-1.37323,4.73471,-0.404019,7.05852,-7.10255,-5.80986,-3.62851,10.2569
1.691,0.341174,0.596699,0.42829,0.232228,0.181277,0.162378,-0.521497,0.0619197,0.885077,0.839184,0.225902,-0.758306,3.72067,-0.843467,-5.85792,-5.60872,-1.38966,4.78077,-1.02978,6.98572,-5.89566,-4.68216,-3.28494,9.13375
1.69575,0.338739,0.596984,0.432428,0.236151,0.182334,0.15883,-0.503838,0.0579917,0.85719,0.812494,0.219265,-0.735499,3.71428,-0.810466,-5.88301,-5.62825,-1.40443,4.82145,-1.66455,6.90887,-4.66668,-3.53435,-2.93424,7.98869
1.7005,0.336388,0.59725,0.436434,0.239946,0.18336,0.155391,-0.486217,0.0542197,0.829197,0.785724,0.212562,-0.712511,3.70485,-0.777839,-5.90222,-5.64227,-1.41752,4.85663,-2.30832,6.82799,-3.4156,-2.36643,-2.57643,6.82176
1.70525,0.33412,0.597499,0.440306,0.243615,0.184354,0.152061,-0.468647,0.0506016,0.801128,0.758901,0.205801,-0.68937,3.69234,-0.745606,-5.91543,-5.6507,-1.42889,4.88622,-2.96111,6.74306,-2.14242,-1.17841,-2.2115,5.63296
1.71,0.331935,0.597731,0.444044,0.247156,0.185315,0.148842,-0.451144,0.0471357,0.77301,0.732052,0.198991,-0.666101,3.6767,-0.713786,-5.92254,-5.65343,-1.43852,4.91011,-3.6229,6.6541,-0.847154,0.0297146,-1.83945,4.42228
1.71475,0.329834,0.597947,0.447649,0.250569,0.186244,0.145733,-0.433723,0.04382,0.744874,0.705203,0.192138,-0.642733,3.6579,-0.682399,-5.92344,-5.65038,-1.44636,4.92819,-4.2937,6.56109,0.470211,1.25795,-1.46028,3.18974
1.7195,0.327815,0.598148,0.451121,0.253855,0.18714,0.142736,-0.416399,0.0406522,0.716748,0.678383,0.185253,-0.619293,3.6359,-0.651462,-5.91804,-5.64145,-1.45238,4.94038,-4.97351,6.46404,1.80967,2.50629,-1.07399,1.93531
1.72425,0.325878,0.598333,0.454458,0.257014,0.188004,0.13985,-0.399188,0.0376303,0.688662,0.651619,0.178344,-0.595809,3.61064,-0.620997,-5.90621,-5.62654,-1.45655,4.94655,-5.66233,6.36295,3.17123,3.77473,-0.680588,0.659021
1.729,0.324022,0.598505,0.457663,0.260046,0.188834,0.137076,-0.382104,0.034752,0.660649,0.62494,0.171419,-0.57231,3.58209,-0.591021,-5.88787,-5.60556,-1.45883,4.9466,-6.36016,6.25782,4.55488,5.06328,-0.280062,-0.639145
1.73375,0.322248,0.598664,0.460735,0.262951,0.189632,0.134413,-0.365163,0.0320148,0.632738,0.598376,0.164488,-0.548826,3.5502,-0.561554,-5.86291,-5.57841,-1.4592,4.94044,-7.06699,6.14865,5.96062,6.37194,0.127583,-1.95918
1.7385,0.320553,0.59881,0.463674,0.265731,0.190397,0.131862,-0.348382,0.0294164,0.604962,0.571955,0.15756,-0.525386,3.51494,-0.532615,-5.83121,-5.54499,-1.45761,4.92795,-7.78284,6.03544,7.38847,7.7007,0.542347,-3.3011
1.74325,0.318938,0.598943,0.466482,0.268385,0.191129,0.129422,-0.331776,0.0269541,0.577352,0.545708,0.150644,-0.502021,3.47625,-0.504224,-5.79268,-5.50522,-1.45403,4.90904,-8.50769,5.91818,8.8384,9.04957,0.96423,-4.66488
1.748,0.317401,0.599066,0.469159,0.270915,0.191828,0.127092,-0.315363,0.0246254,0.549942,0.519666,0.143749,-0.47876,3.4341,-0.476399,-5.74721,-5.45899,-1.44844,4.8836,-9.24155,5.79689,10.3104,10.4185,1.39323,-6.05054
1.75275,0.315941,0.599178,0.471707,0.273322,0.192495,0.124873,-0.299158,0.0224274,0.522765,0.493858,0.136887,-0.455637,3.38844,-0.44916,-5.6947,-5.40621,-1.44079,4.85153,-9.98441,5.67155,11.8046,11.8076,1.82935,-7.45807
1.7575,0.314558,0.599279,0.474126,0.275607,0.193129,0.122764,-0.283178,0.0203574,0.495854,0.468317,0.130065,-0.432682,3.33924,-0.422525,-5.63503,-5.34678,-1.43105,4.81272,-10.7363,5.54218,13.3208,13.2168,2.27259,-8.88747
1.76225,0.313251,0.599371,0.476418,0.277772,0.19373,0.120763,-0.267441,0.0184124,0.469244,0.443075,0.123295,-0.409927,3.28644,-0.396515,-5.56812,-5.28062,-1.41919,4.76706,-11.4972,5.40876,14.8591,14.6461,2.72295,-10.3387
1.767,0.312017,0.599454,0.478584,0.279817,0.1943,0.118869,-0.251963,0.0165895,0.442969,0.418162,0.116586,-0.387405,3.23,-0.371149,-5.49384,-5.20761,-1.40517,4.71446,-12.2671,5.2713,16.4195,16.0955,3.18043,-11.8119
1.77175,0.310857,0.599529,0.480627,0.281745,0.194838,0.117082,-0.236762,0.0148855,0.417064,0.393613,0.10995,-0.365151,3.16988,-0.346444,-5.4121,-5.12768,-1.38896,4.65482,-13.046,5.1298,18.002,17.565,3.64503,-13.3069
1.7765,0.309768,0.599596,0.482547,0.283557,0.195345,0.1154,-0.221855,0.0132972,0.391566,0.36946,0.103395,-0.343196,3.10605,-0.322422,-5.32278,-5.04072,-1.37053,4.58801,-13.8339,4.98426,19.6066,19.0546,4.11674,-14.8238
1.78125,0.308749,0.599655,0.484347,0.285256,0.19582,0.113821,-0.20726,0.0118214,0.36651,0.345738,0.0969331,-0.321576,3.03845,-0.2991,-5.2258,-4.94663,-1.34984,4.51396,-14.6308,4.83468,21.2333,20.5643,4.59558,-16.3626
1.786,0.307798,0.599708,0.48603,0.286842,0.196266,0.112344,-0.192996,0.0104546,0.341933,0.322479,0.090575,-0.300325,2.96704,-0.276499,-5.12103,-4.84532,-1.32686,4.43254,-15.4367,4.68106,22.8821,22.0942,5.08153,-17.9232
1.79075,0.306915,0.599755,0.487597,0.28832,0.196681,0.110967,-0.17908,0.00919345,0.317872,0.299719,0.0843316,-0.279479,2.89179,-0.254637,-5.00838,-4.7367,-1.30156,4.34365,-16.2517,4.5234,24.553,23.6441,5.57461,-19.5057
1.7955,0.306096,0.599796,0.48905,0.289691,0.197067,0.109688,-0.16553,0.00803435,0.294366,0.277492,0.0782139,-0.259072,2.81264,-0.233533,-4.88774,-4.62067,-1.27389,4.2472,-17.0756,4.3617,26.246,25.2141,6.0748,-21.1101
1.80025,0.305341,0.599831,0.490394,0.290957,0.197424,0.108505,-0.152366,0.00697366,0.271452,0.255834,0.0722334,-0.239142,2.72955,-0.213207,-4.75901,-4.49714,-1.24383,4.14307,-17.9085,4.19595,27.9611,26.8043,6.58211,-22.7364
1.805,0.304648,0.599862,0.49163,0.292122,0.197754,0.107416,-0.139606,0.00600762,0.249168,0.234781,0.0664014,-0.219726,2.64249,-0.193678,-4.62208,-4.366,-1.21135,4.03117,-18.7505,4.02617,29.6982,28.4145,7.09654,-24.3845
1.80975,0.304015,0.599889,0.492762,0.293188,0.198055,0.106417,-0.127268,0.00513242,0.227555,0.214369,0.0607295,-0.200859,2.55141,-0.174965,-4.47684,-4.22717,-1.1764,3.91138,-19.6015,3.85234,31.4575,30.0449,7.61809,-26.0545
1.8145,0.303438,0.599911,0.493793,0.294159,0.198331,0.105507,-0.115374,0.00434414,0.206652,0.194635,0.0552295,-0.18258,2.45626,-0.157087,-4.3232,-4.08054,-1.13897,3.78361,-20.4615,3.67447,33.2389,31.6953,8.14676,-27.7464
1.81925,0.302918,0.59993,0.494726,0.295039,0.19858,0.104681,-0.10394,0.00363875,0.186498,0.175617,0.0499133,-0.164927,2.35701,-0.140064,-4.16104,-3.92603,-1.099,3.64776,-21.3304,3.49256,35.0423,33.3659,8.68255,-29.4601
1.824,0.30245,0.599946,0.495566,0.295829,0.198805,0.103939,-0.0929886,0.00301215,0.167135,0.157351,0.044793,-0.147939,2.25361,-0.123914,-3.99026,-3.76353,-1.05647,3.50371,-22.2084,3.30662,36.8679,35.0565,9.22546,-31.1957
1.82875,0.302034,0.599959,0.496316,0.296535,0.199006,0.103275,-0.0825378,0.00246015,0.148605,0.139876,0.0398809,-0.131655,2.14602,-0.108657,-3.81076,-3.59296,-1.01135,3.35136,-23.0954,3.11663,38.7155,36.7673,9.77548,-32.9532
1.8335,0.301665,0.599969,0.496979,0.297159,0.199184,0.102687,-0.0726081,0.00197846,0.130947,0.123231,0.0351894,-0.116115,2.03419,-0.0943124,-3.62243,-3.41421,-0.963592,3.19062,-23.9914,2.92259,40.5853,38.4982,10.3326,-34.7326
1.83825,0.301343,0.599978,0.497561,0.297707,0.199341,0.102171,-0.0632198,0.00156271,0.114206,0.107454,0.030731,-0.101358,1.91808,-0.0808989,-3.42516,-3.2272,-0.913175,3.02137,-24.8965,2.72452,42.4771,40.2492,10.8969,-36.5338
1.843,0.301064,0.599984,0.498066,0.298181,0.199477,0.101723,-0.0543932,0.00120842,0.0984225,0.0925856,0.0265185,-0.0874253,1.79766,-0.0684358,-3.21886,-3.03181,-0.860061,2.84351,-25.8105,2.52241,44.3911,42.0203,11.4683,-38.3569
1.84775,0.300825,0.599989,0.498498,0.298588,0.199593,0.101339,-0.0461489,0.000911033,0.083641,0.0786652,0.0225648,-0.0743582,1.67287,-0.0569424,-3.00341,-2.82797,-0.804215,2.65694,-26.7335,2.31626,46.3271,43.8115,12.0468,-40.2019
1.8525,0.300624,0.599993,0.498862,0.29893,0.199692,0.101015,-0.0385079,0.0006659,0.0699047,0.0657334,0.0188828,-0.0621983,1.54368,-0.0464378,-2.77872,-2.61557,-0.745605,2.46156,-27.6656,2.10606,48.2852,45.6228,12.6324,-42.0688
1.85725,0.300458,0.599996,0.499163,0.299214,0.199773,0.100746,-0.0314911,0.000468278,0.057258,0.053831,0.0154859,-0.0509876,1.41003,-0.0369412,-2.54467,-2.39452,-0.684196,2.25726,-28.6066,1.89183,50.2654,47.4542,13.2251,-43.9575
1.862,0.300324,0.599997,0.499408,0.299443,0.199839,0.100529,-0.0251197,0.000313332,0.0457453,0.0429993,0.0123874,-0.0407687,1.2719,-0.0284718,-2.30116,-2.16473,-0.619955,2.04393,-29.5567,1.67355,52.2677,49.3057,13.825,-45.8681
1.86675,0.300219,0.599999,0.4996,0.299624,0.199891,0.100357,-0.0194152,0.000196138,0.0354121,0.0332801,0.0096009,-0.0315847,1.12923,-0.0210489,-2.04809,-1.92609,-0.552848,1.82147,-30.5157,1.45123,54.2922,51.1773,14.432,-47.8006
1.8715,0.300139,0.599999,0.499746,0.299761,0.199931,0.100227,-0.0143992,0.000111681,0.0263038,0.0247156,0.00713999,-0.0234793,0.981984,-0.0146915,-1.78535,-1.67851,-0.48284,1.58979,-31.4838,1.22487,56.3387,53.0691,15.0461,-49.7549
1.87625,0.300081,0.6,0.499852,0.299861,0.19996,0.100133,-0.0100937,5.48513e-05,0.0184667,0.0173485,0.00501857,-0.0164965,0.830119,-0.00941897,-1.51284,-1.4219,-0.409899,1.34877,-32.4609,0.994475,58.4073,54.9809,15.6673,-51.7312
1.881,0.300042,0.6,0.499924,0.299928,0.199979,0.100068,-0.00652049,2.04523e-05,0.0119475,0.011222,0.00325065,-0.0106809,0.673592,-0.00525041,-1.23045,-1.15616,-0.33399,1.09831,-33.447,0.760035,60.498,56.9128,16.2956,-53.7292
1.88575,0.300018,0.6,0.499967,0.299969,0.199991,0.100029,-0.00370199,3.19399e-06,0.00679327,0.00637965,0.00185042,-0.00607768,0.512359,-0.00220504,-0.938073,-0.881194,-0.255079,0.838304,-34.4421,0.521553,62.6108,58.8649,16.9311,-55.7492
1.8905,0.300005,0.6,0.49999,0.299991,0.199997,0.100009,-0.0016606,-2.30436e-06,0.00305176,0.00286544,0.000832208,-0.00273232,0.346378,-0.000302052,-0.63561,-0.59691,-0.173133,0.568655,-35.4462,0.279031,64.7456,60.837,17.5736,-57.7911
1.89525,0.300001,0.6,0.499999,0.299999,0.2,0.100001,-0.000418985,-1.51467e-06,0.000771113,0.000723909,0.000210515,-0.000690901,0.175606,0.000439359,-0.322954,-0.303211,-0.088118,0.289255,-36.4593,0.0324685,66.9026,62.8293,18.2233,-59.8548
1.9,0.3,0.6,0.5,0.3,0.2,0.1,7.77156e-15,5.55112e-16,0,2.44249e-14,2.22045e-15,-2.22045e-15,2.77556e-14,2.77556e-15,0,7.77156e-14,5.55112e-15,1.11022e-14,-37.4814,-0.218135,69.0817,64.8417,18.8802,-61.9403
